ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
MARTIKE02,Kevin,Martin,G,2004,2007,6,7,185,Western Carolina University,1983-02-01 00:00:00
MartiCa01,Cartier,Martin,F,2008,0,6,7,220,Kansas State University,1984-11-20 00:00:00
MARTIBI01,Bill,Martin,F,1985,1987,6,7,205,Georgetown University,1962-08-16 00:00:00
MARTIBO01,Bob,Martin,C,1993,1994,7,0,250,University of Minnesota,1969-10-07 00:00:00
MARTIBR01,Brian,Martin,F,1985,1985,6,9,212,University of Kansas,1962-08-18 00:00:00
MARTICU01,Cuonzo,Martin,F,1995,1996,6,5,213,Purdue University,1971-09-23 00:00:00
MARTIDA01,Darrick,Martin,G,1994,2007,5,11,170,University of California - Los Angeles,1971-03-06 00:00:00
MARTIDO01,Don,Martin,C,1946,1948,6,7,210,Central Missouri State University,1920-02-07 00:00:00
MARTIDO02,Donald,Martin,G,1946,1947,5,8,160,Georgetown University,1920-05-25 00:00:00
MARTIFE01,Fernando,Martin,C,1986,1986,6,9,220,0,1962-03-25 00:00:00
MARTIJE01,Jeff,Martin,G,1989,1990,6,5,195,Murray State University,1967-01-14 00:00:00
MARTIKE01,Kenyon,Martin,F,2000,2007,6,9,230,University of Cincinnati,1977-12-30 00:00:00
MARTILA01,Larue,Martin,C,1972,1975,6,11,208,Loyola University Chicago,1950-03-30 00:00:00
MARTIMO01,Mo,Martin,G,1986,1987,6,6,200,Saint Joseph's University,1964-07-02 00:00:00
MARTIPH01,Phil,Martin,G,1954,1954,6,3,190,University of Toledo,1928-04-02 00:00:00
MARTIRO01,Ronald,Martin,G,1961,1961,6,2,185,Saint Bonaventure University,1939-04-11 00:00:00
MARTISL01,Slater,Martin,G,1949,1959,5,10,170,University of Texas,1925-10-22 00:00:00
MASHBJA01,Jamal,Mashburn,F,1993,2003,6,8,240,University of Kentucky,1972-11-29 00:00:00
MASINAL01,Al,Masino,G,1952,1953,5,10,174,Canisius College,1928-02-05 00:00:00
MASONAN01,Anthony,Mason,F,1989,2002,6,7,250,Tennessee State University,1966-12-14 00:00:00
MASONDE01,Desmond,Mason,F,2000,2007,6,5,222,Oklahoma State University,1977-10-11 00:00:00
MASONRO01,Roger,Mason Jr,G,2002,2007,6,5,199,University of Virginia,1980-09-10 00:00:00
MASSETO01,Tony,Massenburg,F,1990,2004,6,9,220,University of Maryland,1967-07-13 00:00:00
MASTED01,Eddie,Mast,F,1970,1972,6,9,220,Temple University,1948-10-03 00:00:00
MATHIJO01,John,Mathis,F,1967,1967,6,6,220,Savannah State University,1943-07-14 00:00:00
MATTHWE01,Wes,Matthews,G,1980,1989,6,1,170,University of Wisconsin,1959-08-24 00:00:00
MAUGHAR01,Ariel,Maughan,F,1946,1950,6,4,190,Utah State University,1923-02-23 00:00:00
MAXEYMA01,Marlon,Maxey,F,1992,1993,6,8,250,University of Texas at El Paso,1969-02-19 00:00:00
MAXIEJA01,Jason,Maxiell,F,2005,2007,6,7,280,University of Cincinnati,1983-02-18 00:00:00
MAXWECE01,Cedric,Maxwell,F,1977,1987,6,8,205,University of North Carolina at Charlotte,1955-11-21 00:00:00
MAXWEVE01,Vernon,Maxwell,G,1988,2000,6,4,180,University of Florida,1965-09-12 00:00:00
MAYDO01,Don,May,F,1968,1974,6,4,200,Univeristy of Dayton,1946-01-03 00:00:00
MAYSC01,Scott,May,F,1976,1982,6,6.5,215,Indiana University,1954-03-19 00:00:00
MAYSE01,Sean,May,F,2005,2006,6,9,266,University of North Carolina,1984-04-04 00:00:00
MAYBELE01,Lee,Mayberry,G,1992,1998,6,1,172,University of Arkansas,1970-06-12 00:00:00
MAYESCL01,Clyde,Mayes,F,1975,1976,6,8,225,Furman University,1953-03-17 00:00:00
MAYESTH01,Tharon,Mayes,G,1991,1991,6,3,175,Florida State University,1968-09-09 00:00:00
MAYFIBI01,Bill,Mayfield,F,1980,1980,6,7,205,University of Iowa,1957-10-17 00:00:00
MAYFIKE01,Ken,Mayfield,G,1975,1975,6,2,185,Tuskegee University,1948-05-11 00:00:00
MayoOJ01,O.J.,Mayo,G,2008,0,6,4,210,University of Southern California,1987-11-05 00:00:00
MAYSTR01,Travis,Mays,G,1990,1992,6,2,190,University of Texas,1968-06-19 00:00:00
MAZZAMA01,Matt,Mazza,F,1949,1949,6,3,210,Michigan State University,1923-09-23 00:00:00
MbahLu01,Luc Richard,Mbah a Moute,F,2008,0,6,8,230,University of California at Los Angeles,1986-09-09 00:00:00
MBENGDJ01,D.J.,Mbenga,C,2004,2007,7,0,245,0,1980-12-30 00:00:00
MCADOBO01,Bob,McAdoo,C,1972,1985,6,9,210,University of North Carolina,1951-09-25 00:00:00
MCBRIKE01,Ken,McBride,G,1954,1954,6,3,190,University of Maryland Eastern Shore,1931-01-01 00:00:00
MCCANBO01,Bob,McCann,F,1989,1997,6,6,244,Morehead State University,1964-04-22 00:00:00
MCCANBR01,Brendan,McCann,G,1957,1959,6,2,178,Saint Bonaventure University,1935-07-05 00:00:00
MCCANME01,Mel,McCants,F,1989,1989,6,8,240,Purdue University,1967-08-19 00:00:00
MCCANRA01,Rashad,McCants,F,2005,2007,6,4,207,University of North Carolina,1984-09-25 00:00:00
MCCARMI01,Mike,McCarron,G,1946,1949,5,11,180,Seton Hall University,1922-03-02 00:00:00
MCCARAN01,Andre,McCarter,G,1976,1980,6,3,190,University of California - Los Angeles,1953-08-25 00:00:00
MCCARWI01,Willie,McCarter,G,1969,1971,6,3,175,Drake University,1946-07-26 00:00:00
MCCARJO01,Johnny,McCarthy,G,1956,1963,6,1,185,Canisius College,1934-04-25 00:00:00
MCCARKE01,Kelly,McCarty,G,1998,1998,6,7,200,University of Southern Mississippi,1975-08-24 00:00:00
MCCARHO01,Howie,McCarty,F,1946,1946,6,2,190,Wayne State University,1919-01-01 00:00:00
MCCARWA01,Walter,McCarty,F,1996,2005,6,10,230,University of Kentucky,1974-02-01 00:00:00
MCCASAM01,Amal,McCaskill,C,1996,2003,6,11,235,Marquette University,1973-10-28 00:00:00
MCCLADW01,Dwayne,McClain,G,1985,1985,6,6,185,Villanova University,1963-02-07 00:00:00
MCCLATE01,Ted,McClain,G,1971,1978,6,1,180,Tennessee State University,1946-08-30 00:00:00
MCCLIDA01,Dan,McClintock,C,2000,2000,7,0,260,Northern Arizona University,1977-04-19 00:00:00
MCCLOJA01,Jack,McCloskey,G,1952,1952,6,2,190,University of Pennsylvania ,1925-09-19 00:00:00
MCCLOGE01,George,McCloud,F,1989,2001,6,6,205,Florida State University,1967-05-27 00:00:00
MCCONJO01,John,McConathy,F,1951,1951,6,5,195,Northwestern State University,1930-04-09 00:00:00
MCCONPA01,Paul,McConnell,G,1952,1952,5,10,170,Marshall University,1928-07-01 00:00:00
MCCORKE01,Keith,McCord,G,1980,1980,6,7,210,University of Alabama at Birmingham,1957-06-22 00:00:00
MCCORTI01,Tim,McCormick,C,1984,1991,6,11,240,University of Michigan,1962-03-10 00:00:00
MCCOYJE01,Jelani,McCoy,C,1998,2007,6,10,245,University of California - Los Angeles,1977-12-06 00:00:00
MCCRAPA01,Paul,McCracken,G,1972,1976,6,4,180, Northridge,1950-09-11 00:00:00
MCCRARO01,Rodney,McCray,F,1983,1992,6,7,220,University of Louisville,1961-08-29 00:00:00
MCCRASC01,Scooter,McCray,F,1983,1986,6,9,215,University of Louisville,1960-02-08 00:00:00
McCraCh01,Chris,McCray,G,2006,2006,6,5,192,University of Maryland,1984-05-27 00:00:00
MCCULJO01,John,McCullough,G,1981,1981,6,4,190,University of Oklahoma,1956-10-05 00:00:00
MCDANCL01,Clint,McDaniel,G,1995,1995,6,4,180,University of Arkansas,1972-02-26 00:00:00
MCDANXA01,Xavier,McDaniel,F,1985,1997,6,7,205,Wichita State University,1963-06-04 00:00:00
MCDANJI01,Jim,McDaniels,C,1971,1977,6,11,228,Western Kentucky University,1948-04-02 00:00:00
MCDONBE01,Ben,McDonald,F,1985,1988,6,8,210, Irvine,1962-07-20 00:00:00
MCDONGL01,Glenn,McDonald,F,1974,1976,6,6,190, Long Beach,1952-03-18 00:00:00
MCDONMI01,Michael,McDonald,F,1997,1997,6,10,232,University of New Orleans,1969-02-13 00:00:00
MCDONRO01,Rod,McDonald,F,1970,1972,6,6,205,Whitworth College,1945-04-09 00:00:00
MCDOWHA01,Hank,McDowell,F,1981,1986,6,9,215,University of Memphis,1959-11-13 00:00:00
MCDYEAN01,Antonio,McDyess,F,1995,2007,6,9,220,University of Alabama,1974-09-07 00:00:00
MCELRJI01,Jim,McElroy,G,1975,1981,6,3,190,Central Michigan University,1953-10-04 00:00:00
MCFARPA01,Pat,McFarland,G,1973,1975,6,5,185,Saint Joseph's University,1951-12-07 00:00:00
McFarIv01,Ivan,McFarlin,F,2006,2006,6,8,240,Oklahoma State University,1982-04-26 00:00:00
MCGAHME01,Mel,McGaha,G,1948,1948,6,1,190,University of Arkansas,1926-09-26 00:00:00
MCGEEMI01,Mike,McGee,F,1981,1989,6,5,190,University of Michigan,1959-07-29 00:00:00
McGeeJa01,JaVale,McGee,C,2008,0,7,0,237,University of Nevada - Reno,1988-01-19 00:00:00
MCGILBI01,Bill,McGill,C,1962,1969,6,9,225,University of Utah,1939-09-16 00:00:00
MCGINGE01,George,McGinnis,F,1971,1981,6,8,235,Indiana University,1950-08-12 00:00:00
MCGLOJO01,Jon,McGlocklin,G,1965,1975,6,5,205,Indiana University,1943-06-10 00:00:00
MCGRATR01,Tracy,McGrady,F,1997,2007,6,8,210,0,1979-05-24 00:00:00
MCGREGI01,Gil,McGregor,F,1971,1971,6,8,240,Wake Forest University,1949-06-14 00:00:00
MCGRIEL01,Elton,McGriff,C,1967,1968,6,9,225,Creighton University,1942-08-21 00:00:00
MCGUIAL01,Al,McGuire,G,1951,1954,6,2,180,Saint John's University,1928-09-07 00:00:00
MCGUIAL02,Allie,McGuire,G,1973,1973,6,3,175,Marquette University,1951-07-10 00:00:00
MCGUIDI01,Dick,McGuire,G,1949,1959,6,0,180,Saint John's University,1926-01-25 00:00:00
McGuiDo01,Dominic,McGuire,F,2007,2007,6,9,220,Fresno State University,1985-10-20 00:00:00
MCHALKE01,Kevin,McHale,F,1980,1992,6,10,210,University of Minnesota,1957-12-19 00:00:00
MCHARMA01,Maurice,McHartley,G,1967,1969,6,3,185,North Carolina A&T State University,1942-08-01 00:00:00
MCILVJI01,Jim,McIlvaine,C,1994,2000,7,1,240,Marquette University,1972-07-30 00:00:00
MCINNJE01,Jeff,McInnis,G,1996,2007,6,4,190,University of North Carolina,1974-10-22 00:00:00
MCINTKE01,Kenny,McIntosh,F,1971,1974,6,7,225,Eastern Michigan University,1949-01-21 00:00:00
MCINTBO01,Bob,McIntyre,F,1967,1969,6,6,215,Saint John's University,1944-01-23 00:00:00
MCKEEJE01,Jerry,McKee,G,1969,1969,6,3,190,Ohio University,1946-08-04 00:00:00
MCKENKE01,Kevin,McKenna,F,1981,1987,6,5,195,Creighton University,1959-01-08 00:00:00
MCKENST01,Stan,McKenzie,F,1967,1973,6,5,195,New York University,1944-10-06 00:00:00
MCKENFO01,Forrest,McKenzie,F,1986,1986,6,7,200,Loyola Marymount University,1963-02-16 00:00:00
MCKEYDE01,Derrick,McKey,F,1987,2001,6,9,205,University of Alabama,1966-10-10 00:00:00
MCKIEAA01,Aaron,McKie,G,1994,2006,6,5,209,Temple University,1972-10-02 00:00:00
MCKINBI01,Billy,McKinney,G,1978,1985,6,0,160,Northwestern University,1955-06-05 00:00:00
MCKINCA01,Carlton,McKinney,F,1989,1991,6,4,190,Southern Methodist University,1964-10-21 00:00:00
MCKINHO01,Horace,McKinney,F,1946,1951,6,6,185,University of North Carolina,1919-01-01 00:00:00
MCLEMMC01,Mccoy,McLemore,F,1964,1971,6,7,230,Drake University,1942-04-03 00:00:00
MCLEOGE01,George,McLeod,F,1952,1952,6,5,200,Texas Christian University,1931-01-03 00:00:00
MCLEORO01,Roshown,McLeod,F,1998,2000,6,8,221,Duke University,1975-11-17 00:00:00
MCLEOKE01,Keith,McLeod,G,2003,2006,6,2,190,Bowling Green University,1979-11-05 00:00:00
MCMAHJA01,Jack,McMahon,G,1952,1959,6,1,185,Saint John's University,1928-12-03 00:00:00
MCMILNA01,Nate,McMillan,G,1986,1997,6,5,195,North Carolina State University,1964-08-03 00:00:00
MCMILTO01,Tom,McMillen,F,1975,1985,6,11,215,University of Maryland,1952-05-26 00:00:00
MCMILJI01,Jim,McMillian,F,1970,1978,6,5,215,Columbia University,1948-03-11 00:00:00
MCMILSH01,Shellie,McMillon,F,1958,1961,6,5,205,Bradley University,1936-03-11 00:00:00
MCMULMA01,Malcolm,McMullan,C,1949,1950,6,5,210,Xavier University,1927-08-03 00:00:00
MCNABCH01,Chet,McNabb,F,1947,1947,6,2,200,Arizona State University,1921-01-01 00:00:00
MCNAMMA01,Mark,McNamara,C,1982,1990,6,11,235, Berkeley,1959-06-08 00:00:00
MCNAMJO01,Joe,McNamee,C,1950,1951,6,6,210,University of San Francisco ,1926-09-24 00:00:00
MCNEACH01,Chris,McNealy,F,1985,1987,6,7,210,San Jose State University,1961-07-15 00:00:00
MCNEIBO01,Bob,McNeill,G,1960,1961,6,1,170,Saint Joseph's University,1938-10-22 00:00:00
MCNEILA01,Larry,McNeill,F,1973,1978,6,9,195,Marquette University,1951-01-31 00:00:00
MCNULCA01,Carl,McNulty,G,1954,1954,6,3,185,Purdue University,1930-02-14 00:00:00
MCPHEPA01,Paul,McPherson,G,2000,2000,6,4,210,DePaul University,1978-04-03 00:00:00
MCPIPRO01,Roy,McPipe,G,1974,1974,6,3,205,Montana State University-Billings,1950-05-05 00:00:00
MCQUECO01,Cozell,McQueen,F,1986,1986,6,11,235,North Carolina State University,1962-01-18 00:00:00
MCREYTH01,Thales,McReynolds,G,1965,1965,6,3,185,Miles College,1943-06-08 00:00:00
McRobJo01,Josh,McRoberts,F,2007,2007,6,10,240,Duke University,1987-02-28 00:00:00
MCWILER01,Eric,McWilliams,F,1972,1972,6,8,200, Long Beach,1950-04-18 00:00:00
MEARNGE01,George,Mearns,F,1946,1947,6,3,175,University of Rhode Island,1922-04-18 00:00:00
MEDVEST01,Stanislav,Medvedenko,F,2000,2006,6,10,250,0,1979-04-04 00:00:00
MEEDA01,Darnell,Mee,G,1993,1994,6,5,175,Western Kentucky University,1971-02-11 00:00:00
MEELYCL01,Cliff,Meely,F,1971,1975,6,8,215,Colorado University,1947-07-10 00:00:00
MEENTSC01,Scott,Meents,F,1989,1990,6,10,225,University of Illinois,1964-01-04 00:00:00
MEHENDI01,Dick,Mehen,F,1949,1951,6,5,195,University of Tennessee,1922-05-20 00:00:00
MEINEDO01,Don,Meineke,F,1952,1957,6,7,208,Univeristy of Dayton,1930-10-30 00:00:00
MEINHCA01,Carl,Meinhold,G,1947,1948,6,2,185,Long Island University,1926-03-29 00:00:00
MELCHBI01,Bill,Melchionni,G,1966,1975,6,1,165,Villanova University,1944-10-19 00:00:00
MELCHGA01,Gary,Melchionni,G,1973,1974,6,2,185,Duke University,1951-01-19 00:00:00
MELVIED01,Ed,Melvin,F,1946,1946,5,9,170,Duquesne University,1916-02-13 00:00:00
MEMINDE01,Dean,Meminger,G,1971,1976,6,0,175,Marquette University,1948-05-13 00:00:00
MENCECH01,Chuck,Mencel,G,1955,1956,6,0,168,University of Minnesota,1933-04-21 00:00:00
MENGEJO01,John,Mengelt,G,1971,1980,6,2,195,Auburn University,1949-10-16 00:00:00
MENKEKE01,Ken,Menke,G,1949,1949,6,0,168,University of Illinois,1922-10-02 00:00:00
MensaPo01,Pops,Mensah-Bonsu,F,2006,2006,6,9,240,George Washington University,1983-09-07 00:00:00
MENYADE01,Dewitt,Menyard,C,1967,1967,6,10,210,University of Utah,1944-01-01 00:00:00
MERCERO01,Ron,Mercer,G,1997,2004,6,7,210,University of Kentucky,1976-05-18 00:00:00
MERIWJO01,Joe,Meriweather,C,1975,1984,6,10,215,Southern Illinois University,1953-10-26 00:00:00
MERIWPO01,Porter,Meriwether,G,1962,1962,6,2,180,Tennessee State University,1940-03-16 00:00:00
MESCHTO01,Tom,Meschery,F,1961,1970,6,6,215,Saint Mary's College of California,1938-10-26 00:00:00
MEYERBI01,Bill,Meyer,G,1967,1967,6,3,195,Hiram Scott College,1943-08-30 00:00:00
MEYERLO01,Loren,Meyer,C,1995,1998,6,10,257,Iowa State University,1972-12-30 00:00:00
MEYERDA01,Dave,Meyers,F,1975,1979,6,8,215,University of California - Los Angeles,1953-04-21 00:00:00
MIASEST01,Stan,Miasek,F,1946,1952,6,5,210,0,1924-08-08 00:00:00
MICHELA01,Larry,Micheaux,F,1983,1984,6,9,220,University of Houston,1960-03-24 00:00:00
MIHALZI01,Zigmund,Mihalik,G,1946,1946,6,0,180,0,1916-09-22 00:00:00
MIHMCH01,Chris,Mihm,C,2000,2007,7,0,265,University of Texas,1979-07-16 00:00:00
MIKANED01,Ed,Mikan,C,1948,1953,6,8,230,DePaul University,1925-10-20 00:00:00
MIKANGE01,George,Mikan,C,1948,1955,6,10,245,DePaul University,1924-06-18 00:00:00
MIKANLA01,Larry,Mikan,F,1970,1970,6,7,210,University of Minnesota,1948-04-08 00:00:00
MIKKEVE01,Vern,Mikkelsen,F,1949,1958,6,7,230,Hamline University,1928-10-21 00:00:00
MIKSIAL01,Al,Miksis,C,1949,1949,6,7,210,Western Illinois University,1928-02-02 00:00:00
MILESDA01,Darius,Miles,F,2000,2005,6,9,210,0,1981-10-09 00:00:00
MILESED01,Eddie,Miles,G,1963,1971,6,4,195,Seattle University,1940-07-05 00:00:00
MILESCJ01,CJ,Miles,G,2005,2007,6,6,210,0,1987-03-18 00:00:00
MILESAA01,Aaron,Miles,G,2005,2005,6,1,175,University of Kansas,1983-04-13 00:00:00
MILICMA01,Marko,Milic,G,1997,1998,6,6,235,0,1977-05-07 00:00:00
MILICDA01,Darko,Milicic,C,2003,2007,7,0,245,0,1985-06-20 00:00:00
MILITNA01,Nat,Militzok,F,1946,1946,6,3,195,Cornell University,1923-05-03 00:00:00
MILLEAN01,Anthony,Miller,F,1994,2004,6,9,225,Michigan State University,1971-10-22 00:00:00
MILLEAN02,Andre,Miller,G,1999,2007,6,2,200,University of Utah,1976-03-19 00:00:00
MILLEBI01,Bill,Miller,F,1948,1948,6,3,190,University of North Carolina,1924-11-24 00:00:00
MILLEBO01,Bob,Miller,F,1983,1983,6,10,230,University of Cincinnati,1956-07-09 00:00:00
MILLEBR01,Brad,Miller,C,1998,2007,6,11,244,Purdue University,1976-04-12 00:00:00
MILLEDI01,Dick,Miller,F,1980,1980,6,6,215,University of Toledo,1958-04-26 00:00:00
MILLEED01,Eddie,Miller,F,1952,1953,6,8,225,Syracuse University,1931-06-18 00:00:00
MILLEHA01,Harry,Miller,C,1946,1946,6,4,230,University of North Carolina,1923-07-28 00:00:00
MILLEJA01,Jay,Miller,F,1967,1970,6,5,205,University of Notre Dame,1943-07-19 00:00:00
MILLELA01,Larry,Miller,G,1968,1974,6,4,190,University of North Carolina,1946-04-04 00:00:00
MILLEMI01,Mike,Miller,G,2000,2007,6,9,218,University of Florida,1980-02-19 00:00:00
MILLEOL01,Oliver,Miller,C,1992,2003,6,9,280,University of Arkansas,1970-04-06 00:00:00
MILLERE01,Reggie,Miller,G,1987,2004,6,7,185,University of California - Los Angeles,1965-08-24 00:00:00
MILLEWA01,Walt,Miller,F,1946,1946,6,2,190,Duquesne University,1915-07-30 00:00:00
MILLSCH01,Chris,Mills,F,1993,2002,6,6,215,University of Arizona,1970-01-25 00:00:00
MILLSJO01,John,Mills,C,1946,1946,6,8,203,Western Kentucky University,1919-09-07 00:00:00
MILLSTE01,Terry,Mills,F,1990,2000,6,10,230,University of Michigan,1967-12-21 00:00:00
MillsPa01,Paul,Millsap,F,2006,2007,6,8,258,Louisiana Tech University,1985-02-10 00:00:00
MINERHA01,Harold,Miner,G,1992,1995,6,5,210,University of Southern California,1971-05-05 00:00:00
MINGYA01,Yao,Ming,C,2002,2007,7,5,296,0,1980-09-12 00:00:00
MINNIDI01,Dirk,Minniefield,G,1985,1987,6,3,180,University of Kentucky,1961-01-17 00:00:00
MINORDA01,Dave,Minor,G,1951,1952,6,2,185,University of California - Los Angeles,1922-02-23 00:00:00
MINORGR01,Greg,Minor,G,1994,1998,6,6,210,University of Louisville,1971-09-18 00:00:00
MINORMA01,Mark,Minor,F,1972,1972,6,6,215,Ohio State University,1950-05-14 00:00:00
MISAKWA01,Wat,Misaka,G,1947,1947,5,7,150,University of Utah,1923-12-21 00:00:00
MISKIJA01,Jason,Miskiri,G,1999,1999,6,2,175,George Mason University,1975-08-19 00:00:00
MITCHLE01,Leland,Mitchell,G,1967,1967,6,4,210,Mississippi State University,1941-02-22 00:00:00
MITCHMI01,Mike,Mitchell,F,1978,1987,6,7,215,Auburn University,1956-01-01 00:00:00
MITCHMU01,Murray,Mitchell,C,1949,1949,6,6,0,Sam Houston State University,1923-03-19 00:00:00
MITCHSA01,Sam,Mitchell,F,1989,2001,6,6,210,Mercer University,1963-09-02 00:00:00
MITCHTO01,Todd,Mitchell,F,1988,1988,6,7,205,Purdue University,1966-07-26 00:00:00
MIXST01,Steve,Mix,F,1969,1982,6,7,215,University of Toledo,1947-12-30 00:00:00
MLKVYBI01,Bill,Mlkvy,F,1952,1952,6,4,190,Temple University,1931-01-19 00:00:00
MOBLECU01,Cuttino,Mobley,G,1998,2007,6,4,190,University of Rhode Island,1974-09-01 00:00:00
MOBLEER01,Eric,Mobley,C,1994,1996,6,11,235,University of Pittsburgh,1970-02-01 00:00:00
MOEDO01,Doug,Moe,F,1967,1971,6,5,215,University of North Carolina,1938-09-21 00:00:00
MOFFELA01,Larry,Moffett,F,1977,1977,6,8,210,University of Nevada - Las Vegas,1954-11-05 00:00:00
MOGUSLE01,Leo,Mogus,F,1946,1950,6,4,190,Youngstown State University,1921-04-13 00:00:00
MOHAMNA01,Nazr,Mohammed,C,1998,2007,6,10,221,University of Kentucky,1977-09-05 00:00:00
MOISOJE01,Jerome,Moiso,F,2000,2004,6,10,232,University of California - Los Angeles,1978-06-15 00:00:00
MOKESPA01,Paul,Mokeski,C,1979,1990,7,0,250,University of Kansas,1957-01-03 00:00:00
MOLINJA01,Jack,Molinas,F,1953,1953,6,6,200,Columbia University,1931-01-01 00:00:00
MOLISWA01,Wayne,Molis,F,1966,1967,6,8,230,Lewis University,1943-04-17 00:00:00
MONCRSI01,Sidney,Moncrief,G,1979,1990,6,3,180,University of Arkansas,1957-09-21 00:00:00
MONEYER01,Eric,Money,G,1974,1979,6,0,170,University of Arizona,1955-02-06 00:00:00
MONIASE01,Sergei,Monia,F,2005,2005,6,8,220,0,1983-04-15 00:00:00
MONROEA01,Earl,Monroe,G,1967,1979,6,3,185,Winston-Salem State University,1944-11-21 00:00:00
MONRORO01,Rodney,Monroe,G,1991,1991,6,3,185,North Carolina State University,1968-04-16 00:00:00
MONTGHO01,Howie,Montgomery,F,1962,1962,6,4.5,220,University of Texas - Pan American,1940-08-22 00:00:00
MONTRER01,Eric,Montross,C,1994,2001,7,0,270,University of North Carolina,1971-09-23 00:00:00
MoonJa01,Jamario,Moon,F,2007,2007,6,8,205,Meridian Community College,1980-06-13 00:00:00
MOONEJI01,Jim,Mooney,F,1952,1952,6,5,215,Villanova University,1930-07-08 00:00:00
MOOREAN01,Andre,Moore,F,1987,1987,6,9,215,Loyola University Chicago,1964-07-02 00:00:00
MOOREGE01,Gene,Moore,C,1968,1974,6,9,225,Saint Louis University,1945-07-29 00:00:00
MOOREJA01,Jackie,Moore,F,1954,1956,6,5,180,La Salle University,1932-09-24 00:00:00
MOOREJO01,Johnny,Moore,G,1980,1989,6,1,175,University of Texas,1958-03-03 00:00:00
MOORELA01,Larry,Moore,F,1967,1967,6,7,215,none?,1944-01-01 00:00:00
MOORELO01,Lowes,Moore,G,1980,1982,6,1,170,West Virginia University,1957-05-05 00:00:00
MOOREMI01,Mikki,Moore,C,1998,2007,6,11,225,University of Nebraska,1975-11-04 00:00:00
MOOREOT01,Otto,Moore,C,1968,1976,6,11,205,University of Texas - Pan American,1946-08-27 00:00:00
MOORERI01,Richie,Moore,G,1967,1967,6,2,190,Hiram Scott College,1945-01-01 00:00:00
MOORERO01,Ron,Moore,C,1987,1987,7,0,260,West Virginia State University,1962-01-16 00:00:00
MOORETR01,Tracy,Moore,G,1991,1996,6,4,200,University of Tulsa,1965-12-28 00:00:00
MORELJA01,Jackie,Moreland,F,1960,1969,6,7,215,Louisiana Tech University,1938-03-11 00:00:00
MORGAGU01,Guy,Morgan,G,1982,1982,6,8,205,Wake Forest University,1960-08-23 00:00:00
MORGARE01,Rex,Morgan,G,1970,1971,6,5,190,Jacksonville University,1948-10-27 00:00:00
MORGEEL01,Elmo,Morgenthaler,C,1946,1948,6,9,230,New Mexico Institute of Mining and Technology,1922-08-03 00:00:00
MORNIDA01,Darren,Morningstar,C,1993,1993,6,10,235,University of Pittsburgh,1969-04-22 00:00:00
MORRICH01,Chris,Morris,F,1988,1998,6,8,210,Auburn University,1966-01-20 00:00:00
MORRITE01,Terence,Morris,F,2001,2005,6,9,221,University of Maryland,1979-01-11 00:00:00
MORRIIS01,Isaiah,Morris,F,1992,1992,6,8,229,University of Arkansas,1969-04-02 00:00:00
MORRIMA01,Max,Morris,F,1949,1949,6,2,195,Northwestern University,1925-03-14 00:00:00
MorriRa01,Randolph,Morris,C,2006,2007,6,11,260,University of Kentucky,1986-01-02 00:00:00
MorriAd01,Adam,Morrison,F,2006,2006,6,8,205,Gonzaga University,1984-07-19 00:00:00
MORRIMI01,Mike,Morrison,G,1989,1989,6,4,195,Loyola College in Maryland,1967-08-16 00:00:00
MORRIJO01,John,Morrison,G,1967,1967,6,2,190,Canisius College,1945-05-02 00:00:00
MORRIDW01,Dwight,Morrison,F,1954,1957,6,8,220,University of Idaho,1932-04-26 00:00:00
MorroAn01,Anthony,Morrow,G,2008,0,6,5,210,Georgia Institute of Technology,1985-09-27 00:00:00
MORTODW01,Dwayne,Morton,G,1994,1994,6,7,195,University of Louisville,1971-08-08 00:00:00
MORTOJO01,John,Morton,F,1989,1991,6,3,180,Seton Hall University,1967-05-18 00:00:00
MORTORI01,Richard,Morton,F,1988,1988,6,3,190, Fullerton,1966-02-02 00:00:00
MOSLEGL01,Glenn,Mosley,F,1977,1978,6,8,195,Seton Hall University,1955-12-26 00:00:00
MOSSPE01,Perry,Moss,G,1985,1986,6,2,185,Northeastern University,1958-11-11 00:00:00
MOTENLA01,Lawrence,Moten,G,1995,1997,6,5,185,Syracuse University,1972-03-25 00:00:00
MOTTOHA01,Hanno,Mottola,C,2000,2001,6,11,247,University of Utah,1976-09-09 00:00:00
MOUNTRI01,Rick,Mount,G,1970,1974,6,3,175,Purdue University,1947-01-05 00:00:00
MOURNAL01,Alonzo,Mourning,C,1992,2007,6,10,240,Georgetown University,1970-02-08 00:00:00
MRAZOCH01,Chuck,Mrazovich,F,1950,1950,6,5,185,Eastern Kentucky University,1924-02-26 00:00:00
MUELLER01,Erwin,Mueller,F,1966,1973,6,8,230,University of San Francisco ,1944-03-12 00:00:00
MULLAJO01,Joe,Mullaney,G,1949,1949,6,0,165,College of Holy Cross,1925-11-17 00:00:00
MULLEBO01,Bob,Mullens,G,1946,1946,6,1,175,Fordham University,1922-11-01 00:00:00
MULLICH01,Chris,Mullin,F,1985,2000,6,6,200,Saint John's University,1963-07-30 00:00:00
MULLIJE01,Jeff,Mullins,G,1964,1975,6,4,190,Duke University,1942-03-18 00:00:00
MUNDTTO01,Todd,Mundt,C,1995,1995,7,0,250,Delta State University,1970-05-17 00:00:00
MUNKCH01,Chris,Munk,F,1990,1990,6,9,225,University of Southern California,1967-08-05 00:00:00
