ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
WOODHO01  ,1981,Howard,Wood,UTA,N,42,342,144,22,43,65,9,8,6,15,37,120,55,52,34,1,0
WOODSMI01 ,1981,Mike,Woodson,NJN,N,7,145,83,5,8,13,16,7,2,9,21,68,30,32,23,1,0
WOODSMI01 ,1981,Mike,Woodson,TOT,N,83,2331,1304,102,145,247,222,142,35,153,220,1069,538,286,221,25,7
WOODSMI01 ,1981,Mike,Woodson,KCK,N,76,2186,1221,97,137,234,206,135,33,144,199,1001,508,254,198,24,7
WOOLROR01 ,1981,Orlando,Woolridge,CHI,N,75,1188,548,82,145,227,81,23,24,107,152,394,202,206,144,3,0
WORTHSA01 ,1981,Sam,Worthen,UTA,N,5,22,4,1,0,1,3,0,0,2,3,5,2,0,0,0,0
WRIGHLA01 ,1981,Larry,Wright,DET,N,1,6,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
YONAKRI01 ,1981,Rich,Yonakor,SAS,N,10,70,33,13,14,27,3,1,2,2,7,26,14,7,5,0,0
ABDULKA01 ,1982,Kareem,Abdul-jabbar,LAL,N,79,2554,1722,167,425,592,200,61,170,200,220,1228,722,371,278,2,0
ADAMSAL01 ,1982,Alvan,Adams,PHO,N,80,2447,1135,161,387,548,376,114,74,242,287,981,477,217,180,3,1
AGUIRMA01 ,1982,Mark,Aguirre,DAL,N,81,2784,1979,191,317,508,332,80,26,261,247,1589,767,589,429,76,16
AINGEDA01 ,1982,Danny,Ainge,BOS,N,80,2048,791,83,131,214,251,109,6,98,259,720,357,97,72,29,5
ANDERDW01 ,1982,Dwight,Anderson,DEN,N,5,33,21,0,2,2,3,1,0,5,7,14,7,10,7,0,0
ANDERMI01 ,1982,Mitchell,Anderson,UTA,N,52,1154,463,115,167,282,66,62,21,74,147,357,182,172,99,3,0
ANDERMI01 ,1982,Mitchell,Anderson,TOT,N,65,1202,480,119,175,294,67,63,21,79,153,379,190,175,100,4,0
ANDERMI01 ,1982,Mitchell,Anderson,PHI,N,13,48,17,4,8,12,1,1,0,5,6,22,8,3,1,1,0
ANDERRI01 ,1982,Richard,Anderson,SDC,N,78,1274,403,111,161,272,120,57,26,93,170,431,174,69,48,19,7
ARCHINA01 ,1982,Nate,Archibald,BOS,N,66,1811,695,25,66,91,409,38,4,163,110,553,235,296,220,24,5
BAGLEJO01 ,1982,John,Bagley,CLE,N,68,990,386,17,79,96,167,54,5,118,74,373,161,84,64,14,0
BAILEJA01 ,1982,James,Bailey,NJN,N,6,50,20,3,3,6,2,1,1,190,15,18,9,2,2,0,0
BAILEJA01 ,1982,James,Bailey,HOU,N,69,1715,976,168,300,468,65,42,59,6,256,756,376,320,224,1,0
BAILEJA01 ,1982,James,Bailey,TOT,N,75,1765,996,171,303,474,67,43,60,196,271,774,385,322,226,1,0
BALLAGR01 ,1982,Greg,Ballard,WA1,N,78,2840,1401,123,385,508,262,135,25,157,176,1274,603,233,182,37,13
BANKSGE01 ,1982,Gene,Banks,SAS,N,81,2722,1206,222,390,612,279,78,21,171,229,919,505,278,196,5,0
BATESBI01 ,1982,Billyray,Bates,LAL,N,4,27,5,1,0,1,0,1,0,0,1,16,2,2,1,0,0
BATESBI01 ,1982,Billyray,Bates,TOT,N,19,304,123,11,8,19,14,14,3,12,19,145,55,22,11,5,2
BATESBI01 ,1982,Billyray,Bates,WA1,N,15,277,118,10,8,18,14,13,3,12,18,129,53,20,10,5,2
BATTODA01 ,1982,Dave,Batton,WA1,N,54,558,178,45,74,119,29,15,13,28,56,191,85,17,8,3,0
BENSOKE01 ,1982,Kent,Benson,DET,N,21,599,208,53,102,155,49,14,17,35,61,182,85,50,38,1,0
BIRDLA01  ,1982,Larry,Bird,BOS,N,79,2982,1867,193,677,870,458,148,71,240,197,1481,747,418,351,77,22
BIRDSOT01 ,1982,Otis,Birdsong,NJN,N,62,1885,936,53,97,150,239,85,16,114,155,834,426,145,82,6,2
BLACKRO01 ,1982,Rolando,Blackman,DAL,N,75,2349,1326,108,185,293,185,37,29,118,116,1042,513,381,297,15,3
BRADLCH01 ,1982,Charles,Bradley,BOS,N,51,532,184,30,48,78,28,32,27,42,84,176,69,90,46,3,0
BRADLDU01 ,1982,Dudley,Bradley,CHI,N,58,683,201,27,78,105,106,49,10,59,91,159,82,45,36,5,1
BRANSBR01 ,1982,Brad,Branson,IND,N,62,680,338,73,100,173,46,27,26,45,81,308,131,108,76,1,0
BRATZMI01 ,1982,Mike,Bratz,CHI,N,15,140,39,3,16,19,23,7,0,14,20,42,14,13,10,8,1
BREWERO01 ,1982,Ron,Brewer,CLE,N,21,563,240,9,28,37,27,20,6,25,27,245,98,51,44,3,0
BREWERO01 ,1982,Ron,Brewer,GSW,N,53,1401,597,50,57,107,69,70,19,72,96,562,246,119,98,15,7
BREWERO01 ,1982,Ron,Brewer,TOT,N,74,1964,837,59,85,144,96,90,25,97,123,807,344,170,142,18,7
BRIDGJU01 ,1982,Junior,Bridgeman,MIL,N,70,1855,1007,44,202,246,207,40,9,122,155,856,421,196,164,13,1
BRISTAL01 ,1982,Allan,Bristow,DAL,N,37,371,104,24,35,59,70,6,1,31,46,99,44,14,10,13,6
BROGAJI01 ,1982,Jim,Brogan,SDC,N,58,466,219,33,29,62,66,26,9,43,79,213,91,43,34,13,3
BROOKMI01 ,1982,Michael,Brooks,SDC,N,82,2457,1002,239,282,521,262,112,39,177,297,830,402,277,193,15,5
BROWNFR01 ,1982,Fred,Brown,SEA,N,80,1432,814,32,65,97,242,59,13,110,98,714,371,72,58,32,14
BROWNRI01 ,1982,Rickey,Brown,ATL,N,26,305,123,35,53,88,9,5,5,22,46,104,49,40,25,1,0
BROWNRI01 ,1982,Rickey,Brown,GSW,N,50,743,276,56,122,178,16,8,21,60,126,245,118,65,40,2,0
BROWNRI01 ,1982,Rickey,Brown,TOT,N,76,1048,399,91,175,266,25,13,26,82,172,349,167,105,65,3,0
BRYANJO01 ,1982,Joe,Bryant,HOU,N,81,2055,812,88,189,277,186,82,30,177,258,768,344,165,116,36,8
BUCKNQU01 ,1982,Quinn,Buckner,BOS,N,72,1565,570,62,125,187,275,108,5,159,195,561,248,117,74,4,0
BUSEDO01  ,1982,Don,Buse,POR,N,41,643,194,19,35,54,115,44,2,25,60,182,72,46,41,35,9
BYRNEMA01 ,1982,Marty,Byrnes,IND,N,80,1436,391,75,116,191,179,41,6,73,149,374,157,95,71,26,6
CARRKE01  ,1982,Kenny,Carr,POR,N,82,2331,981,182,407,589,116,62,42,185,306,717,362,366,255,6,2
CARRML01  ,1982,M.l.,Carr,BOS,N,77,883,333,51,86,137,71,48,10,79,140,315,135,81,60,19,3
CARROJO01 ,1982,Joebarry,Carroll,GSW,N,79,2988,1907,220,468,688,169,108,155,285,260,1529,785,469,337,3,0
CARTEBU01 ,1982,Butch,Carter,IND,N,81,1716,849,62,88,150,194,78,13,118,207,706,354,154,124,51,17
CARTWBI01 ,1982,Bill,Cartwright,NYK,N,82,2468,1290,185,405,590,136,41,127,204,315,804,455,511,380,0,0
CATCHHA01 ,1982,Harvey,Catchings,MIL,N,74,1554,242,132,276,408,77,26,148,83,224,197,90,92,62,0,0
CHAMBTO01 ,1982,Tom,Chambers,SDC,N,79,2665,1391,218,301,519,192,79,57,234,333,1099,519,488,353,8,0
CHEEKMA01 ,1982,Maurice,Cheeks,PHI,N,79,2465,990,53,156,209,543,184,31,179,182,745,404,240,181,6,1
COLLIDO02 ,1982,Don,Collins,WA1,N,65,1575,765,116,94,210,132,87,30,146,166,635,332,136,101,6,0
CONNELE01 ,1982,Lester,Conner,GSW,N,75,1416,369,69,152,221,253,116,7,99,141,303,145,113,79,4,0
COOKDA01  ,1982,Darwin,Cook,NJN,N,82,2625,1080,73,167,240,448,194,48,238,213,986,443,242,186,38,8
COOKJE01  ,1982,Jeff,Cook,PHO,N,45,551,163,44,85,129,58,12,13,56,89,142,61,54,41,2,0
COOKJE01  ,1982,Jeff,Cook,TOT,N,75,1333,375,119,216,335,102,39,31,105,181,304,148,104,79,3,0
COOKJE01  ,1982,Jeff,Cook,CLE,N,30,782,212,75,131,206,44,27,18,49,92,162,87,50,38,1,0
COOPEJO01 ,1982,Joe,Cooper,WA1,N,5,47,15,4,9,13,2,0,0,6,7,9,5,9,5,0,0
COOPEJO01 ,1982,Joe,Cooper,SDC,N,13,275,73,36,35,71,15,8,19,23,39,59,31,20,11,0,0
COOPEJO01 ,1982,Joe,Cooper,LAL,N,2,11,2,2,0,2,0,1,1,3,3,4,1,0,0,0,0
COOPEJO01 ,1982,Joe,Cooper,TOT,N,20,333,90,42,44,86,17,9,20,32,49,72,37,29,16,0,0
COOPEMI01 ,1982,Michael,Cooper,LAL,N,82,2148,639,82,192,274,315,115,50,128,208,497,266,130,102,21,5
COOPEWA01 ,1982,Wayne,Cooper,POR,N,80,2099,775,214,397,611,116,27,136,162,318,723,320,197,135,5,0
CORZIDA01 ,1982,Dave,Corzine,CHI,N,82,2496,1146,243,474,717,154,47,109,228,242,920,457,322,232,2,0
COWENDA01 ,1982,Dave,Cowens,MIL,N,40,1014,324,73,201,274,82,30,15,44,137,306,136,63,52,2,0
COXJO02   ,1982,John,Cox,WA1,N,7,78,29,7,3,10,6,0,1,9,16,37,13,6,3,2,0
CRISSCH01 ,1982,Charlie,Criss,MIL,N,66,922,412,14,65,79,127,27,0,44,44,375,169,76,68,31,6
CROMPJE01 ,1982,Jeffrey,Crompton,SAS,N,14,148,31,18,30,48,7,3,5,5,25,34,14,5,3,0,0
CUMMIPA01 ,1982,Pat,Cummings,DAL,N,81,2317,1014,225,443,668,144,57,35,162,296,878,433,196,148,1,0
CUMMITE01 ,1982,Terry,Cummings,SDC,N,70,2531,1660,303,441,744,177,129,62,204,294,1309,684,412,292,1,0
CURETEA01 ,1982,Earl,Cureton,PHI,N,73,987,249,84,185,269,43,37,24,76,144,258,108,67,33,0,0
DAILEQU01 ,1982,Quintin,Dailey,CHI,N,76,2081,1151,87,173,260,280,72,10,205,248,1008,470,282,206,25,5
DANTLAD01 ,1982,Adrian,Dantley,UTA,N,22,887,676,58,82,140,105,20,0,81,62,402,233,248,210,0,0
DAVISBR01 ,1982,Brad,Davis,DAL,N,79,2323,915,34,164,198,565,80,11,143,176,628,359,220,186,43,11
DAVISCH02 ,1982,Charlie,Davis,WA1,N,74,1161,560,83,130,213,73,32,22,91,122,534,251,89,56,10,2
DAVISJO01 ,1982,Johnny,Davis,ATL,N,53,1465,685,37,91,128,315,43,7,114,100,567,258,206,164,18,5
DAVISMI03 ,1982,Michael,Davis,NYK,N,8,28,14,3,7,10,0,0,4,0,4,10,4,10,6,0,0
DAVISWA03 ,1982,Walter,Davis,PHO,N,80,2491,1521,63,134,197,397,117,12,188,186,1289,665,225,184,23,7
DAWKIDA01 ,1982,Darryl,Dawkins,NJN,N,81,2093,968,127,293,420,114,67,152,281,379,669,401,257,166,0,0
DENNAKE01 ,1982,Kenny,Dennard,KCK,N,22,224,28,20,32,52,6,16,1,5,27,34,11,9,6,0,0
DIETRCO01 ,1982,Coby,Dietrick,SAS,N,8,34,2,2,6,8,6,1,0,1,6,5,1,2,0,0,0
DONALJA01 ,1982,James,Donaldson,SEA,N,82,1789,728,131,370,501,97,19,101,132,171,496,289,218,150,0,0
DOUGLJO01 ,1982,John,Douglas,SDC,N,3,12,5,0,1,1,1,0,0,0,0,6,1,2,2,2,1
DOUGLLE01 ,1982,Leon,Douglas,KCK,N,5,46,4,3,4,7,0,0,3,1,13,3,2,2,0,0,0
DREWJO01  ,1982,John,Drew,UTA,N,44,1206,932,98,137,235,97,35,7,135,152,671,318,392,296,5,0
DREWLA01  ,1982,Larry,Drew,KCK,N,75,2690,1510,44,163,207,610,126,10,272,207,1218,599,378,310,16,2
DUEROTE01 ,1982,Terry,Duerod,GSW,N,5,49,18,0,3,3,5,2,1,9,5,19,9,0,0,0,0
DUNLEMI01 ,1982,Mike,Dunleavy,SAS,N,79,1619,613,18,116,134,437,74,4,160,210,510,213,154,120,194,67
DUNNTR01  ,1982,T.r.,Dunn,DEN,N,82,2640,627,231,384,615,189,147,25,113,218,527,254,163,119,1,0
DURENJO01 ,1982,John,Duren,IND,N,82,1433,369,38,69,107,200,66,5,96,203,360,163,54,43,13,0
EATONMA01 ,1982,Mark,Eaton,UTA,N,81,1528,351,86,376,462,112,24,275,140,257,353,146,90,59,1,0
EAVESJE01 ,1982,Jerry,Eaves,UTA,N,82,1588,761,34,88,122,210,51,3,152,116,575,280,247,200,8,1
EDMONKE01 ,1982,Keith,Edmonson,ATL,N,32,309,112,20,19,39,22,11,6,20,41,139,48,27,16,2,0
EDWARFR01 ,1982,Franklin,Edwards,PHI,N,81,1266,542,23,62,85,221,81,6,110,119,483,228,113,86,8,0
EDWARJA01 ,1982,James,Edwards,TOT,N,31,667,325,56,99,155,40,12,19,49,110,263,128,108,69,0,0
EDWARJA01 ,1982,James,Edwards,PHO,N,16,285,141,19,40,59,27,5,5,19,49,113,55,47,31,0,0
EDWARJA01 ,1982,James,Edwards,CLE,N,15,382,184,37,59,96,13,7,14,30,61,150,73,61,38,0,0
ELMORLE01 ,1982,Len,Elmore,NJN,N,74,975,248,81,157,238,39,44,38,83,125,244,97,84,54,1,0
ENGLECH01 ,1982,Chris,Engler,GSW,N,54,369,81,43,61,104,11,7,17,24,95,94,38,16,5,0,0
ENGLIAL01 ,1982,Alex,English,DEN,N,82,2988,2326,263,338,601,397,116,126,263,235,1857,959,490,406,12,2
ERVINJU01 ,1982,Julius,Erving,PHI,N,72,2421,1542,173,318,491,263,112,131,196,202,1170,605,435,330,7,2
EVANSMI01 ,1982,Mike,Evans,DEN,N,42,695,263,4,54,58,113,23,3,71,94,243,115,41,33,9,0
FLOWEBR01 ,1982,Bruce,Flowers,CLE,N,53,699,261,71,109,180,47,19,12,43,99,206,110,53,41,2,0
FLOYDSL01 ,1982,Sleepy,Floyd,NJN,N,43,494,226,16,26,42,67,19,9,40,56,216,92,45,38,14,4
FLOYDSL01 ,1982,Sleepy,Floyd,GSW,N,33,754,386,40,55,95,71,39,8,66,78,311,134,135,112,11,6
FLOYDSL01 ,1982,Sleepy,Floyd,TOT,N,76,1248,612,56,81,137,138,58,17,106,134,527,226,180,150,25,10
FORDPH01  ,1982,Phil,Ford,TOT,N,77,1610,524,18,85,103,290,52,3,134,190,445,213,123,97,9,1
FORDPH01  ,1982,Phil,Ford,NJN,N,7,163,47,0,7,7,38,6,0,21,22,35,20,10,7,1,0
FORDPH01  ,1982,Phil,Ford,MIL,N,70,1447,477,18,78,96,252,46,3,113,168,410,193,113,90,8,1
FREEWO01  ,1982,World,Free,GSW,N,19,700,434,22,22,44,89,15,3,50,66,364,164,149,106,3,0
FREEWO01  ,1982,World,Free,CLE,N,54,1938,1309,70,87,157,201,82,12,159,175,1059,485,434,324,42,15
FREEWO01  ,1982,World,Free,TOT,N,73,2638,1743,92,109,201,290,97,15,209,241,1423,649,583,430,45,15
GARNEBI01 ,1982,Bill,Garnett,DAL,N,75,1411,469,141,265,406,103,48,70,81,245,319,170,174,129,3,0
GARRECA01 ,1982,Calvin,Garrett,HOU,N,4,34,10,3,4,7,3,0,0,3,4,11,4,2,2,1,0
GERVIGE01 ,1982,George,Gervin,SAS,N,78,2830,2043,111,246,357,264,88,67,247,243,1553,757,606,517,33,12
GILMOAR01 ,1982,Artis,Gilmore,SAS,N,82,2797,1479,299,685,984,126,40,192,254,273,888,556,496,367,6,0
GLENNMI01 ,1982,Mike,Glenn,ATL,N,73,1124,534,16,74,90,125,30,9,52,132,444,230,89,74,1,0
GMINSMI01 ,1982,Mike,Gminski,NJN,N,80,1255,601,154,228,382,61,35,116,126,118,426,213,225,175,1,0
GONDRGL01 ,1982,Glen,Gondrezick,DEN,N,76,1130,350,108,193,301,100,80,9,49,161,294,134,114,82,3,0
GREENDA01 ,1982,David,Greenwood,CHI,N,79,2355,789,217,548,765,151,54,90,154,261,686,312,233,165,4,0
GREENRI01 ,1982,Rickey,Green,UTA,N,78,2783,1115,62,161,223,697,220,4,222,154,942,464,232,185,13,2
GREIGJO01 ,1982,John,Greig,SEA,N,9,26,19,2,4,6,0,0,1,2,4,13,7,6,5,0,0
GREVEKE01 ,1982,Kevin,Grevey,WA1,N,41,756,297,18,31,49,49,18,7,27,61,294,114,69,54,38,15
GRIFFDA01 ,1982,Darrell,Griffith,UTA,N,77,2787,1709,100,204,304,270,138,33,252,184,1554,752,246,167,132,38
GRIFFPA01 ,1982,Paul,Griffin,SAS,N,53,956,173,77,139,216,86,33,25,68,153,116,60,76,53,0,0
GROSSBO01 ,1982,Bob,Gross,SDC,N,27,373,83,32,34,66,34,22,7,24,69,82,35,19,12,3,1
GRUNFER01 ,1982,Ernie,Grunfeld,NYK,N,77,1422,415,42,121,163,136,40,10,84,172,377,167,98,81,4,0
HANZLBI01 ,1982,Bill,Hanzlik,DEN,N,82,1547,500,80,156,236,268,75,15,144,220,437,187,160,125,7,1
HASSEJO01 ,1982,Joey,Hassett,GSW,N,6,139,39,3,8,11,21,2,0,9,14,44,19,0,0,9,1
HASTISC01 ,1982,Scott,Hastings,TOT,N,31,140,37,15,26,41,3,6,1,9,34,38,13,20,11,3,0
HASTISC01 ,1982,Scott,Hastings,ATL,N,10,42,14,5,5,10,2,1,1,3,3,16,5,6,4,2,0
HASTISC01 ,1982,Scott,Hastings,NYK,N,21,98,23,10,21,31,1,5,0,6,31,22,8,14,7,1,0
HAWESST01 ,1982,Steve,Hawes,SEA,N,31,556,170,28,105,133,36,9,6,34,79,146,72,32,23,7,3
HAWESST01 ,1982,Steve,Hawes,ATL,N,46,860,230,53,175,228,59,29,8,73,110,244,91,62,46,14,2
HAWESST01 ,1982,Steve,Hawes,TOT,N,77,1416,400,81,280,361,95,38,14,107,189,390,163,94,69,21,5
HAYESEL01 ,1982,Elvin,Hayes,HOU,N,81,2302,1046,199,417,616,158,50,81,200,232,890,424,287,196,4,2
HAYESST01 ,1982,Steve,Hayes,CLE,N,65,1058,237,102,134,236,36,17,41,49,215,217,104,51,29,1,0
HAYWOSP01 ,1982,Spencer,Haywood,WA1,N,38,775,313,77,106,183,30,12,27,67,94,312,125,87,63,1,0
HENDEGE01 ,1982,Gerald,Henderson,BOS,N,82,1551,671,57,67,124,195,95,3,128,190,618,286,133,96,16,3
HENDETO01 ,1982,Tom,Henderson,HOU,N,51,789,259,18,51,69,138,37,2,50,57,263,107,57,45,2,0
HIGGIRO01 ,1982,Rod,Higgins,CHI,N,82,2196,848,159,207,366,175,66,65,127,248,698,313,264,209,41,13
HIGHJO01  ,1982,Johnny,High,PHO,N,82,1155,264,45,105,150,153,85,34,106,205,217,100,136,63,5,1
HILLAR01  ,1982,Armond,Hill,MIL,N,14,169,46,5,15,20,27,9,0,13,20,26,14,22,18,0,0
HODGECR01 ,1982,Craig,Hodges,SDC,N,76,2022,750,53,69,122,275,82,4,161,192,704,318,130,94,90,20
HOLLILI01 ,1982,Lionel,Hollins,SDC,N,56,1844,758,30,98,128,373,111,14,198,155,717,313,179,129,21,3
HUBBAPH01 ,1982,Phil,Hubbard,CLE,N,82,1953,780,222,249,471,89,87,8,158,271,597,288,296,204,2,0
HUSTOGE01 ,1982,Geoff,Huston,CLE,N,80,2716,974,41,118,159,487,74,4,195,215,832,401,245,168,12,4
IAVARMA01 ,1982,Marc,Iavaroni,PHI,N,80,1612,404,117,212,329,83,32,44,133,238,353,163,113,78,2,0
ISSELDA01 ,1982,Dan,Issel,DEN,N,80,2431,1726,151,445,596,223,83,43,174,227,1296,661,479,400,19,4
JACKSTR01 ,1982,Tracy,Jackson,CHI,N,78,1309,492,87,92,179,105,64,11,83,132,426,199,126,92,13,2
JOHNSCL01 ,1982,Clemon,Johnson,TOT,N,83,1914,709,190,334,524,139,67,92,124,221,581,299,180,111,1,0
JOHNSCL01 ,1982,Clemon,Johnson,PHI,N,32,698,216,75,130,205,24,16,29,36,84,182,91,58,34,0,0
JOHNSCL01 ,1982,Clemon,Johnson,IND,N,51,1216,493,115,204,319,115,51,63,88,137,399,208,122,77,1,0
JOHNSCL02 ,1982,Clay,Johnson,LAL,N,48,447,144,40,29,69,24,22,4,25,62,135,53,48,38,2,0
JOHNSDE01 ,1982,Dennis,Johnson,PHO,N,77,2551,1093,92,243,335,388,97,39,204,204,861,398,369,292,31,5
JOHNSED02 ,1982,Eddie,Johnson,ATL,N,61,1813,978,26,98,124,318,61,6,156,138,858,389,237,186,41,14
JOHNSED03 ,1982,Eddie,Johnson,KCK,N,82,2933,1621,191,310,501,216,70,20,181,259,1370,677,317,247,71,20
JOHNSFR01 ,1982,Frank,Johnson,WA1,N,68,2324,852,46,132,178,549,110,6,238,170,786,321,261,196,61,14
JOHNSGE01 ,1982,George,Johnson,ATL,N,37,461,64,44,73,117,17,10,59,19,69,57,25,19,14,0,0
JOHNSGE03 ,1982,George,Johnson,IND,N,82,2297,951,176,369,545,220,77,53,242,279,858,409,172,126,38,7
JOHNSJI01 ,1982,Jim,Johnstone,SAS,N,7,54,7,4,12,16,1,1,1,4,9,10,2,5,3,0,0
JOHNSJI01 ,1982,Jim,Johnstone,DET,N,16,137,24,11,19,30,10,2,6,11,24,20,9,15,6,0,0
JOHNSJI01 ,1982,Jim,Johnstone,TOT,N,23,191,31,15,31,46,11,3,7,15,33,30,11,20,9,0,0
JOHNSMA01 ,1982,Magic,Johnson,LAL,N,79,2907,1326,214,469,683,829,176,47,301,200,933,511,380,304,21,0
JOHNSMA02 ,1982,Marques,Johnson,MIL,N,80,2853,1714,196,366,562,363,100,56,196,211,1420,723,359,264,20,4
JOHNSMI01 ,1982,Mickey,Johnson,MIL,N,6,153,67,9,16,25,11,1,2,12,22,66,30,9,7,2,0
JOHNSMI01 ,1982,Mickey,Johnson,TOT,N,78,2053,1097,163,331,494,255,82,46,238,288,921,391,380,312,36,3
JOHNSMI01 ,1982,Mickey,Johnson,NJN,N,42,1001,564,66,158,224,144,56,21,121,135,496,199,201,164,17,2
JOHNSMI01 ,1982,Mickey,Johnson,GSW,N,30,899,466,88,157,245,100,25,23,105,131,359,162,170,141,17,1
JOHNSRE01 ,1982,Reggie,Johnson,KCK,N,50,992,430,75,126,201,48,18,26,69,150,355,178,100,73,4,1
JOHNSRE01 ,1982,Reggie,Johnson,TOT,N,79,1541,590,107,184,291,71,26,43,104,232,509,247,130,95,4,1
JOHNSRE01 ,1982,Reggie,Johnson,PHI,N,29,549,160,32,58,90,23,8,17,35,82,154,69,30,22,0,0
JOHNSST01 ,1982,Steve,Johnson,KCK,N,79,1544,928,140,258,398,95,40,83,180,323,595,371,324,186,0,0
JOHNSVI01 ,1982,Vinnie,Johnson,DET,N,82,2511,1296,167,186,353,301,93,49,152,263,1013,520,315,245,40,11
JONESBO01 ,1982,Bobby,Jones,PHI,N,74,1749,665,102,242,344,142,85,91,109,199,460,250,208,165,1,0
JONESCA01 ,1982,Caldwell,Jones,HOU,N,82,2440,776,222,446,668,138,46,131,171,278,677,307,206,162,2,0
JONESDW01 ,1982,Dwight,Jones,LAL,N,32,491,156,28,86,114,22,13,9,35,82,132,62,48,32,1,0
JONESDW01 ,1982,Dwight,Jones,TOT,N,81,1164,375,84,225,309,62,31,23,101,172,325,148,123,79,1,0
JONESDW01 ,1982,Dwight,Jones,CHI,N,49,673,219,56,139,195,40,18,14,66,90,193,86,75,47,0,0
JONESED02 ,1982,Edgar,Jones,DET,N,49,1036,409,80,191,271,69,28,77,103,160,294,145,172,117,6,2
JONESED02 ,1982,Edgar,Jones,TOT,N,77,1658,677,136,312,448,89,42,108,146,267,479,237,286,201,9,2
JONESED02 ,1982,Edgar,Jones,SAS,N,28,622,268,56,121,177,20,14,31,43,107,185,92,114,84,3,0
JONESMA01 ,1982,Major,Jones,HOU,N,60,878,340,114,149,263,39,22,22,83,104,311,142,102,56,2,0
JONESWI03 ,1982,Willie,Jones,SDC,N,9,85,40,10,7,17,4,3,0,6,14,37,17,6,6,0,0
JORDAED01 ,1982,Eddie,Jordan,LAL,N,35,333,94,8,18,26,80,31,1,54,52,132,40,17,11,16,3
JUDKIJE01 ,1982,Jeff,Judkins,POR,N,34,309,105,18,25,43,17,15,2,17,39,88,39,30,25,8,2
KELLERI01 ,1982,Rich,Kelley,UTA,N,32,780,229,70,162,232,79,33,21,65,106,152,71,105,87,0,0
KELLERI01 ,1982,Rich,Kelley,TOT,N,70,1345,402,131,273,404,138,54,39,118,221,293,130,175,142,0,0
KELLERI01 ,1982,Rich,Kelley,DEN,N,38,565,173,61,111,172,59,21,18,53,115,141,59,70,55,0,0
KELLOCL01 ,1982,Clark,Kellogg,IND,N,81,2761,1625,340,520,860,223,141,43,217,298,1420,680,352,261,18,4
KELSEGR01 ,1982,Greg,Kelser,SEA,N,80,1507,667,158,245,403,97,52,35,149,243,450,247,257,173,3,0
KENONLA01 ,1982,Larry,Kenon,CHI,N,5,25,4,1,3,4,0,1,0,2,2,6,2,0,0,0,0
KENONLA01 ,1982,Larry,Kenon,GSW,N,11,121,41,13,13,26,5,1,0,6,13,39,17,11,7,0,0
KENONLA01 ,1982,Larry,Kenon,CLE,N,32,624,235,52,65,117,34,21,9,39,49,212,100,46,35,1,0
KENONLA01 ,1982,Larry,Kenon,TOT,N,48,770,280,66,81,147,39,23,9,47,64,257,119,57,42,1,0
KINGAL01  ,1982,Albert,King,NJN,N,79,2447,1346,157,299,456,291,95,41,245,278,1226,582,227,176,23,6
KINGBE01  ,1982,Bernard,King,NYK,N,68,2207,1486,99,227,326,195,90,13,197,233,1142,603,388,280,6,0
KINGRE01  ,1982,Reggie,King,KCK,N,58,995,281,91,149,240,58,28,11,65,94,225,104,96,73,0,0
KNIGHBI01 ,1982,Billy,Knight,IND,N,80,2262,1370,152,172,324,192,66,8,193,143,984,512,408,343,19,3
KOPICJO01 ,1982,Joe,Kopicki,WA1,N,17,201,67,18,44,62,9,9,2,8,21,51,23,25,21,1,0
KRAMEJO01 ,1982,Joel,Kramer,PHO,N,54,458,102,41,47,88,37,15,6,22,63,104,44,16,14,1,0
LACEYSA01 ,1982,Sam,Lacey,CLE,N,60,1232,253,62,169,231,118,29,25,98,209,264,111,37,29,9,2
LAIMBBI01 ,1982,Bill,Laimbeer,DET,N,82,2871,1119,282,711,993,263,51,118,176,320,877,436,310,245,13,2
LAMPJE01  ,1982,Jeff,Lamp,POR,N,59,690,257,25,51,76,58,20,3,38,67,252,107,52,42,6,1
LANDSMA01 ,1982,Mark,Landsberger,LAL,N,39,356,98,55,73,128,12,8,4,20,48,102,43,25,12,0,0
LANIEBO01 ,1982,Bob,Lanier,MIL,N,39,978,417,58,142,200,105,34,24,82,125,332,163,133,91,1,0
LEAVEAL01 ,1982,Allen,Leavell,HOU,N,79,2602,1167,64,131,195,530,165,14,198,215,1059,439,297,247,175,42
LESTERO01 ,1982,Ronnie,Lester,CHI,N,65,1437,528,46,126,172,332,51,6,134,121,446,202,171,124,5,0
LEVERLA01 ,1982,Lafayette,Lever,POR,N,81,2020,633,85,140,225,426,153,15,137,179,594,256,159,116,15,5
LEVINCL01 ,1982,Cliff,Levingston,DET,N,62,879,346,104,128,232,52,23,36,73,125,270,131,147,84,1,0
LINGEST01 ,1982,Steve,Lingenfelter,WA1,N,7,53,8,1,11,12,4,1,3,5,16,6,4,4,0,0,0
LISTEAL01 ,1982,Alton,Lister,MIL,N,80,1885,674,168,400,568,111,50,177,186,328,514,272,242,130,0,0
LLOYDLE01 ,1982,Lewis,Lloyd,GSW,N,73,1350,687,77,183,260,130,61,31,118,109,566,293,139,100,4,1
