ilkid,year,firstname,lastname,conference,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
duncati01 ,2005,Tim,Duncan,west,N,1,21,15,4,6,10,1,1,1,5,2,7,6,3,3,0,0
DuncaTi01 ,2006,Tim,Duncan,West,N,1,15,4,5,0,5,4,0,1,1,1,3,2,0,0,0,0
DUNCATI01 ,2004,Tim,Duncan,west,N,1,17,15,7,2,9,2,0,0,2,0,10,7,1,0,1,1
duncati01 ,2007,Tim,Duncan,West,N,1,22,4,4,5,9,1,1,1,4,1,7,2,0,0,1,0
EakinJi01 ,1973,Jim,Eakins,east,A,1,21,2,4,0,4,4,2,3,0,2,4,1,0,0,0,0
EatonMa01 ,1988,Mark,Eaton,west,N,1,9,0,NULL,NULL,5,0,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
Eddleth01 ,1951,Dike,Eddleman,west,N,1,26,2,NULL,NULL,2,2,NULL,NULL,NULL,NULL,3,1,0,0,NULL,NULL
Eddleth01 ,1950,Dike,Eddleman,west,N,1,0,7,NULL,NULL,0,3,NULL,NULL,NULL,NULL,9,2,5,3,NULL,NULL
EllioSe01 ,1992,Sean,Elliot,west,N,1,15,5,NULL,NULL,2,0,NULL,NULL,NULL,NULL,6,1,4,3,NULL,0
EllioSe01 ,1995,Sean,Elliott,west,N,1,22,13,NULL,NULL,5,2,NULL,NULL,NULL,NULL,12,5,1,1,NULL,NULL
EllisDa01 ,1988,Dale,Ellis,west,N,1,26,27,NULL,NULL,6,2,NULL,NULL,NULL,NULL,16,12,2,2,NULL,NULL
EmbryWa01 ,1964,Wayne,Embry,east,N,1,19,11,NULL,NULL,4,0,NULL,NULL,NULL,NULL,10,5,1,1,NULL,NULL
EmbryWa01 ,1963,Wayne,Embry,east,N,1,21,13,NULL,NULL,7,1,NULL,NULL,NULL,NULL,14,6,1,1,NULL,NULL
EmbryWa01 ,1962,Wayne,Embry,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EmbryWa01 ,1961,Wayne,Embry,west,N,1,16,4,NULL,NULL,4,1,NULL,NULL,NULL,NULL,6,2,0,0,NULL,NULL
EmbryWa01 ,1960,Wayne,Embry,west,N,1,8,4,NULL,NULL,3,0,NULL,NULL,NULL,NULL,4,2,0,0,NULL,NULL
EngliAl01 ,1988,Alex,English,west,N,1,29,16,NULL,NULL,3,4,NULL,NULL,NULL,NULL,13,8,0,0,NULL,NULL
EngliAl01 ,1987,Alex,English,west,N,1,22,10,NULL,NULL,3,4,NULL,NULL,NULL,NULL,10,5,0,0,NULL,NULL
EngliAl01 ,1986,Alex,English,west,N,1,13,0,NULL,NULL,0,1,NULL,NULL,NULL,NULL,6,0,0,0,NULL,NULL
EngliAl01 ,1985,Alex,English,west,N,1,16,16,NULL,NULL,1,2,NULL,NULL,NULL,NULL,12,8,0,0,NULL,NULL
EngliAl01 ,1984,Alex,English,west,N,1,14,0,NULL,NULL,2,1,NULL,NULL,NULL,NULL,3,0,0,0,NULL,NULL
EngliAl01 ,1983,Alex,English,west,N,1,19,13,NULL,NULL,0,2,NULL,NULL,NULL,NULL,8,6,1,1,NULL,NULL
EngliAl01 ,1982,Alex,English,west,N,1,23,14,NULL,NULL,4,0,NULL,NULL,NULL,NULL,14,7,1,0,NULL,NULL
EngliAl01 ,1981,Alex,English,West,N,1,12,4,3,2,5,1,2,0,1,2,6,2,0,0,0,0
ErvinJu01 ,1980,Julius,Erving,east,N,1,29,18,NULL,NULL,3,2,NULL,NULL,NULL,NULL,15,6,7,6,NULL,NULL
ErvinJu01 ,1986,Julius,Erving,east,N,1,33,22,NULL,NULL,4,5,NULL,NULL,NULL,NULL,13,9,3,3,NULL,NULL
ErvinJu01 ,1985,Julius,Erving,east,N,1,19,8,NULL,NULL,4,2,NULL,NULL,NULL,NULL,10,4,2,0,NULL,NULL
ErvinJu01 ,1984,Julius,Erving,east,N,1,23,12,NULL,NULL,4,3,NULL,NULL,NULL,NULL,15,5,2,2,NULL,NULL
ErvinJu01 ,1983,Julius,Erving,east,N,1,36,34,NULL,NULL,8,5,NULL,NULL,NULL,NULL,22,14,8,6,NULL,NULL
ErvinJu01 ,1982,Julius,Erving,east,N,1,28,25,NULL,NULL,6,3,NULL,NULL,NULL,NULL,19,11,3,3,NULL,NULL
ErvinJu01 ,1979,Julius,Erving,east,N,1,20,11,NULL,NULL,5,2,NULL,NULL,NULL,NULL,12,4,4,3,NULL,NULL
ErvinJu01 ,1978,Julius,Erving,east,N,1,39,29,NULL,NULL,8,5,NULL,NULL,NULL,NULL,22,10,2,9,NULL,NULL
ErvinJu01 ,1977,Julius,Erving,east,N,1,27,16,NULL,NULL,8,3,NULL,NULL,NULL,NULL,14,3,12,10,NULL,NULL
ErvinJu01 ,1976,Julius,Erving,east,N,1,32,30,NULL,NULL,12,3,NULL,NULL,NULL,NULL,20,12,6,6,NULL,NULL
ErvinJu01 ,1981,Julius,Erving,East,N,1,32,16,5,3,8,2,1,2,4,4,16,7,4,2,0,0
ErvinJu01 ,1971,Julius,Erving,east,A,1,25,20,4,2,6,3,NULL,NULL,1,3,15,9,2,2,0,0
ErvinJu01 ,1972,Julius,Erving,east,A,1,30,22,4,1,5,1,0,1,0,4,16,8,8,6,0,0
ErvinJu01 ,1973,Julius,Erving,east,A,1,27,14,6,5,11,8,0,3,4,1,15,6,2,2,0,0
ErvinJu01 ,1974,Julius,Erving,east,A,1,27,21,4,3,7,7,2,1,3,4,12,6,10,8,1,1
ErvinJu01 ,1975,Julius,Erving,AllStars,A,1,25,23,NULL,NULL,7,5,NULL,NULL,NULL,4,12,9,7,5,1,0
EwingPa01 ,1996,Patrick,Ewing,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EwingPa01 ,1995,Patrick,Ewing,east,N,1,12,8,NULL,NULL,3,1,NULL,NULL,NULL,NULL,7,3,2,2,NULL,NULL
EwingPa01 ,1994,Patrick,Ewing,east,N,1,22,10,NULL,NULL,3,1,NULL,NULL,NULL,NULL,7,4,2,2,NULL,NULL
EwingPa01 ,1993,Patrick,Ewing,east,N,1,24,20,NULL,NULL,8,1,NULL,NULL,NULL,NULL,15,7,7,6,NULL,NULL
EwingPa01 ,1992,Patrick,Ewing,east,N,1,25,15,NULL,NULL,10,1,NULL,NULL,NULL,NULL,11,7,1,1,NULL,0
EwingPa01 ,1991,Patrick,Ewing,east,N,1,17,10,NULL,NULL,4,0,NULL,NULL,NULL,NULL,7,4,5,2,NULL,NULL
EwingPa01 ,1990,Patrick,Ewing,east,N,1,30,18,NULL,NULL,10,0,NULL,NULL,NULL,NULL,10,8,2,2,NULL,NULL
EwingPa01 ,1989,Patrick,Ewing,east,N,1,27,12,NULL,NULL,10,1,NULL,NULL,NULL,NULL,9,5,2,2,NULL,NULL
EwingPa01 ,1988,Patrick,Ewing,east,N,1,17,4,NULL,NULL,6,2,NULL,NULL,NULL,NULL,8,2,4,0,NULL,NULL
EwingPa01 ,1987,Patrick,Ewing,east,N,1,16,9,NULL,NULL,6,0,NULL,NULL,NULL,NULL,8,4,1,1,NULL,NULL
EwingPa01 ,1985,Patrick,Ewing,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FelixRa01 ,1953,Ray,Felix,east,N,1,32,13,NULL,NULL,11,1,NULL,NULL,NULL,NULL,8,4,5,5,NULL,NULL
FinleMi01 ,2000,Michael,Finley,west,N,1,19,12,1,2,3,5,0,0,1,0,15,5,2,2,2,0
FinleMi01 ,1999,Michael,Finley,west,N,1,10,11,1,0,1,0,0,0,1,0,6,5,0,0,2,1
FloydEr01 ,1986,Eric,Floyd,west,N,1,19,14,NULL,NULL,5,1,NULL,NULL,NULL,NULL,7,4,7,5,NULL,NULL
FosteJa01 ,1975,James,Foster,Denver,A,1,5,0,NULL,NULL,1,0,NULL,NULL,NULL,1,3,0,0,0,0,0
FoustLa01 ,1950,Larry,Foust,west,N,1,0,2,NULL,NULL,5,2,NULL,NULL,NULL,NULL,6,1,0,0,NULL,NULL
FoustLa01 ,1955,Larry,Foust,west,N,1,20,9,NULL,NULL,4,0,NULL,NULL,NULL,NULL,9,3,4,3,NULL,NULL
FoustLa01 ,1954,Larry,Foust,west,N,1,24,7,NULL,NULL,7,1,NULL,NULL,NULL,NULL,10,3,1,1,NULL,NULL
FoustLa01 ,1953,Larry,Foust,west,N,1,27,3,NULL,NULL,15,0,NULL,NULL,NULL,NULL,9,1,1,1,NULL,NULL
FoustLa01 ,1952,Larry,Foust,west,N,1,18,10,NULL,NULL,6,0,NULL,NULL,NULL,NULL,7,5,0,0,NULL,NULL
FoustLa01 ,1951,Larry,Foust,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FoustLa01 ,1958,Larry,Foust,west,N,1,16,8,NULL,NULL,9,0,NULL,NULL,NULL,NULL,9,3,2,2,NULL,NULL
FoustLa01 ,1957,Larry,Foust,west,N,1,13,10,NULL,NULL,3,0,NULL,NULL,NULL,NULL,4,1,8,8,NULL,NULL
FrancSt01 ,2003,Steve,Francis,west,N,1,23,13,3,1,4,4,0,0,1,1,9,6,0,0,2,1
FrancSt01 ,2002,Steve,Francis,west,N,1,32,20,1,1,2,9,0,0,3,1,12,9,0,0,3,2
FrancSt01 ,2001,Steve,Francis,west,N,1,18,3,1,1,2,3,2,0,2,1,8,1,2,1,1,0
FraziWa01 ,1975,Walt,Frazier,east,N,1,19,8,NULL,NULL,2,3,NULL,NULL,NULL,NULL,7,2,4,4,NULL,NULL
FraziWa01 ,1974,Walt,Frazier,east,N,1,35,30,NULL,NULL,5,2,NULL,NULL,NULL,NULL,17,10,11,10,NULL,NULL
FraziWa01 ,1973,Walt,Frazier,east,N,1,28,12,NULL,NULL,2,5,NULL,NULL,NULL,NULL,12,5,2,2,NULL,NULL
FraziWa01 ,1972,Walt,Frazier,east,N,1,26,10,NULL,NULL,6,2,NULL,NULL,NULL,NULL,15,5,0,0,NULL,NULL
FraziWa01 ,1971,Walt,Frazier,east,N,1,25,15,NULL,NULL,3,5,NULL,NULL,NULL,NULL,11,7,2,1,NULL,NULL
FraziWa01 ,1970,Walt,Frazier,east,N,1,26,6,NULL,NULL,6,5,NULL,NULL,NULL,NULL,9,3,0,0,NULL,NULL
FraziWa01 ,1969,Walt,Frazier,east,N,1,24,7,NULL,NULL,3,4,NULL,NULL,NULL,NULL,7,3,2,1,NULL,NULL
FreemDo01 ,1967,Donnie,Freeman,east,A,1,24,20,4,0,4,2,NULL,NULL,2,3,13,8,6,4,0,0
FreemDo01 ,1968,Donnie,Freeman,east,A,1,27,21,3,3,6,7,NULL,NULL,4,6,13,7,7,7,0,0
FreemDo01 ,1969,Donnie,Freeman,east,A,1,24,10,NULL,NULL,4,5,NULL,NULL,NULL,2,16,4,3,2,0,0
FreemDo01 ,1970,Donnie,Freeman,west,A,1,27,17,3,4,7,3,NULL,NULL,4,3,12,6,8,5,0,0
FreemDo01 ,1971,Donnie,Freeman,west,A,1,21,13,3,2,5,2,NULL,NULL,3,1,8,3,8,7,0,0
Freewo01  ,1979,Lloyd,Free,west,N,1,21,14,NULL,NULL,3,5,NULL,NULL,NULL,NULL,13,7,1,0,NULL,NULL
FulksJo01 ,1950,Joe,Fulks,east,N,1,0,19,NULL,NULL,7,3,NULL,NULL,NULL,NULL,15,6,9,7,NULL,NULL
FulksJo01 ,1951,Joe,Fulks,east,N,1,9,6,NULL,NULL,5,2,NULL,NULL,NULL,NULL,7,3,1,0,NULL,NULL
GaborBi01 ,1952,Billy,Gabor,east,N,1,25,0,NULL,NULL,5,2,NULL,NULL,NULL,NULL,3,0,1,0,NULL,NULL
GallaHa01 ,1950,Harry,Gallatin,east,N,1,0,5,NULL,NULL,5,2,NULL,NULL,NULL,NULL,4,2,1,1,NULL,NULL
GallaHa01 ,1956,Harry,Gallatin,east,N,1,24,8,NULL,NULL,11,1,NULL,NULL,NULL,NULL,7,4,2,0,NULL,NULL
GallaHa01 ,1955,Harry,Gallatin,east,N,1,30,16,NULL,NULL,5,2,NULL,NULL,NULL,NULL,12,5,7,6,NULL,NULL
GallaHa01 ,1954,Harry,Gallatin,east,N,1,36,13,NULL,NULL,14,3,NULL,NULL,NULL,NULL,7,4,5,5,NULL,NULL
GallaHa01 ,1953,Harry,Gallatin,east,N,1,28,5,NULL,NULL,18,3,NULL,NULL,NULL,NULL,2,0,6,5,NULL,NULL
GallaHa01 ,1952,Harry,Gallatin,east,N,1,19,3,NULL,NULL,3,2,NULL,NULL,NULL,NULL,4,1,2,1,NULL,NULL
GallaHa01 ,1951,Harry,Gallatin,east,N,1,22,7,NULL,NULL,9,3,NULL,NULL,NULL,NULL,5,3,4,1,NULL,NULL
GarmaDi01 ,1959,Dick,Garmaker,west,N,1,23,11,NULL,NULL,4,3,NULL,NULL,NULL,NULL,11,5,2,1,NULL,NULL
GarmaDi01 ,1958,Dick,Garmaker,west,N,1,19,5,NULL,NULL,2,1,NULL,NULL,NULL,NULL,6,2,1,1,NULL,NULL
GarmaDi01 ,1957,Dick,Garmaker,west,N,1,13,5,NULL,NULL,6,1,NULL,NULL,NULL,NULL,9,1,3,3,NULL,NULL
GarmaDi01 ,1956,Dick,Garmaker,west,N,1,18,10,NULL,NULL,7,1,NULL,NULL,NULL,NULL,10,5,0,0,NULL,NULL
GarneKe01 ,2003,Kevin,Garnett,west,N,1,29,12,4,3,7,6,2,1,1,0,14,6,0,0,1,0
GarneKe01 ,2002,Kevin,Garnett,west,N,1,41,37,8,1,9,3,5,1,4,3,24,17,3,3,0,0
GarneKe01 ,2001,Kevin,Garnett,west,N,1,24,14,6,6,12,2,2,0,0,1,15,7,0,0,1,0
GarneKe01 ,2000,Kevin,Garnett,west,N,1,27,14,3,1,4,4,1,3,2,0,12,7,0,0,0,0
GarneKe01 ,1999,Kevin,Garnett,west,N,1,35,24,7,3,10,5,1,1,0,1,19,10,4,4,1,0
GarneKe01 ,1997,Kevin,Garnett,west,N,1,21,12,3,1,4,2,2,1,3,0,11,6,0,0,1,0
GarneKe01 ,1996,Kevin,Garnett,west,N,1,18,6,8,1,9,1,0,1,0,2,7,1,4,4,0,0
GARNEKE01 ,2008,Kevin,Garnett,East,N,1,19,12,2,2,4,2,0,0,2,0,5,5,2,2,0,0
GarneKe01 ,2006,Kevin,Garnett,West,N,1,14,7,2,4,6,4,1,0,2,1,8,3,2,1,0,0
garneke01 ,2005,Kevin,Garnett,west,N,1,16,2,7,2,9,4,1,0,2,1,9,1,0,0,0,0
GARNEKE01 ,2004,Kevin,Garnett,west,N,1,16,10,3,0,3,2,0,0,2,2,8,5,1,0,0,0
gasolpa01 ,2005,Pau,Gasol,west,N,1,14,0,6,6,12,1,0,0,1,1,3,0,0,0,0,0
GASOLPA01 ,2008,Pau,Gasol,West,N,1,17,14,6,2,8,1,1,1,0,2,7,5,4,4,0,0
GatliCh01 ,1996,Chris,Gatling,west,N,1,12,2,2,0,2,0,1,0,0,1,8,1,0,0,0,0
GeorgJa01 ,1956,Jack,George,east,N,1,21,8,NULL,NULL,1,5,NULL,NULL,NULL,NULL,6,3,2,2,NULL,NULL
GeorgJa01 ,1955,Jack,George,east,N,1,21,6,NULL,NULL,3,2,NULL,NULL,NULL,NULL,7,2,2,2,NULL,NULL
GerarGu01 ,1975,Gus,Gerard,Denver,A,1,17,12,NULL,NULL,9,1,NULL,NULL,NULL,5,14,5,2,2,0,0
GerviGe01 ,1973,George,Gervin,east,A,1,21,9,4,1,5,3,0,0,2,1,9,3,4,3,1,0
GerviGe01 ,1974,George,Gervin,west,A,1,30,23,4,2,6,3,6,5,2,2,15,8,8,7,1,0
GerviGe01 ,1975,George,Gervin,AllStars,A,1,16,8,NULL,NULL,6,1,NULL,NULL,NULL,1,13,3,2,1,2,1
GerviGe01 ,1984,George,Gervin,west,N,1,25,23,NULL,NULL,3,1,NULL,NULL,NULL,NULL,12,10,4,3,NULL,NULL
GerviGe01 ,1983,George,Gervin,west,N,1,21,13,NULL,NULL,2,1,NULL,NULL,NULL,NULL,6,5,3,3,NULL,NULL
GerviGe01 ,1982,George,Gervin,west,N,1,14,9,NULL,NULL,0,3,NULL,NULL,NULL,NULL,8,3,2,2,NULL,NULL
GerviGe01 ,1980,George,Gervin,west,N,1,24,11,NULL,NULL,3,0,NULL,NULL,NULL,NULL,9,5,2,1,NULL,NULL
GerviGe01 ,1979,George,Gervin,east,N,1,40,34,NULL,NULL,10,3,NULL,NULL,NULL,NULL,26,14,9,6,NULL,NULL
GerviGe01 ,1978,George,Gervin,east,N,1,34,26,NULL,NULL,6,2,NULL,NULL,NULL,NULL,16,8,11,10,NULL,NULL
GerviGe01 ,1977,George,Gervin,east,N,1,18,9,NULL,NULL,2,1,NULL,NULL,NULL,NULL,11,4,3,1,NULL,NULL
GerviGe01 ,1976,George,Gervin,east,N,1,12,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL,6,0,0,0,NULL,NULL
GerviGe01 ,1981,George,Gervin,West,N,1,27,12,5,1,6,1,3,3,0,3,14,5,2,2,0,0
GilmoAr01 ,1981,Artis,Gilmore,East,N,1,16,7,2,1,3,2,0,1,2,4,6,3,1,1,0,0
GilmoAr01 ,1980,Artis,Gilmore,east,N,1,22,11,NULL,NULL,6,2,NULL,NULL,NULL,NULL,7,5,2,1,NULL,NULL
GilmoAr01 ,1978,Artis,Gilmore,west,N,1,15,8,NULL,NULL,1,2,NULL,NULL,NULL,NULL,4,3,2,2,NULL,NULL
GilmoAr01 ,1977,Artis,Gilmore,west,N,1,13,10,NULL,NULL,2,0,NULL,NULL,NULL,NULL,4,2,8,6,NULL,NULL
GilmoAr01 ,1985,Artis,Gilmore,west,N,1,13,10,NULL,NULL,2,1,NULL,NULL,NULL,NULL,4,3,4,4,NULL,NULL
GilmoAr01 ,1982,Artis,Gilmore,west,N,1,16,5,NULL,NULL,5,1,NULL,NULL,NULL,NULL,4,2,2,1,NULL,NULL
GilmoAr01 ,1971,Artis,Gilmore,east,A,1,27,14,9,1,10,2,NULL,NULL,2,5,5,4,10,6,0,0
GilmoAr01 ,1972,Artis,Gilmore,east,A,1,31,10,11,5,16,0,0,2,6,5,8,3,8,4,0,0
GilmoAr01 ,1973,Artis,Gilmore,east,A,1,27,18,7,6,13,1,1,4,3,4,12,8,3,2,0,0
GilmoAr01 ,1974,Artis,Gilmore,east,A,1,28,11,11,2,13,2,1,1,4,3,8,4,7,3,0,0
GilmoAr01 ,1975,Artis,Gilmore,AllStars,A,1,27,14,NULL,NULL,7,1,NULL,NULL,NULL,6,7,5,6,4,0,0
GINOBMA01 ,2004,Manu,Ginobili,west,N,1,22,8,1,2,3,1,1,1,3,3,6,3,2,2,2,0
GolaTo01  ,1963,Tom,Gola,east,N,1,7,1,NULL,NULL,0,1,NULL,NULL,NULL,NULL,0,0,2,1,NULL,NULL
GolaTo01  ,1962,Tom,Gola,east,N,1,18,2,NULL,NULL,2,1,NULL,NULL,NULL,NULL,3,1,0,0,NULL,NULL
GolaTo01  ,1961,Tom,Gola,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GolaTo01  ,1960,Tom,Gola,east,N,1,25,14,NULL,NULL,5,3,NULL,NULL,NULL,NULL,13,6,4,2,NULL,NULL
GolaTo01  ,1959,Tom,Gola,east,N,1,20,12,NULL,NULL,4,2,NULL,NULL,NULL,NULL,13,5,3,2,NULL,NULL
GoodrGa01 ,1974,Gail,Goodrich,west,N,1,15,4,NULL,NULL,1,4,NULL,NULL,NULL,NULL,4,2,0,0,NULL,NULL
GoodrGa01 ,1973,Gail,Goodrich,west,N,1,26,18,NULL,NULL,4,6,NULL,NULL,NULL,NULL,16,9,0,0,NULL,NULL
GoodrGa01 ,1972,Gail,Goodrich,west,N,1,16,2,NULL,NULL,2,1,NULL,NULL,NULL,NULL,7,1,0,0,NULL,NULL
GoodrGa01 ,1971,Gail,Goodrich,west,N,1,14,4,NULL,NULL,1,2,NULL,NULL,NULL,NULL,7,2,0,0,NULL,NULL
GoodrGa01 ,1968,Gail,Goodrich,west,N,1,6,5,NULL,NULL,1,1,NULL,NULL,NULL,NULL,4,2,2,1,NULL,NULL
GovanGe01 ,1969,Gerald,Govan,west,A,1,11,2,NULL,NULL,4,0,NULL,NULL,NULL,0,2,1,0,0,0,0
GRANGDA01 ,2008,Danny,Granger,East,N,1,11,2,0,1,1,0,2,0,1,0,1,1,0,0,0,0
GrantHo01 ,1993,Horace,Grant,east,N,1,17,4,NULL,NULL,8,2,NULL,NULL,NULL,NULL,8,2,0,0,NULL,NULL
GreenAC01 ,1989,A.C.,Green,west,N,1,12,0,NULL,NULL,3,1,NULL,NULL,NULL,NULL,3,0,0,0,NULL,NULL
GreenJo01 ,1970,Johnny,Green,east,N,1,7,4,NULL,NULL,2,0,NULL,NULL,NULL,NULL,3,2,1,0,NULL,NULL
GreenJo01 ,1964,John,Green,east,N,1,17,8,NULL,NULL,0,0,NULL,NULL,NULL,NULL,4,3,3,2,NULL,NULL
GreenJo01 ,1962,John,Green,east,N,1,27,13,NULL,NULL,5,0,NULL,NULL,NULL,NULL,8,6,1,1,NULL,NULL
GreenJo01 ,1961,John,Green,east,N,1,21,7,NULL,NULL,2,0,NULL,NULL,NULL,NULL,4,2,3,3,NULL,NULL
GreenMi01 ,1974,Mike,Green,west,A,1,18,6,3,0,3,0,0,0,1,4,6,3,0,0,0,0
GreenRi01 ,1983,Rickey,Green,west,N,1,19,6,NULL,NULL,0,11,NULL,NULL,NULL,NULL,8,3,0,0,NULL,NULL
GreerHa01 ,1969,Hal,Greer,east,N,1,21,15,NULL,NULL,4,3,NULL,NULL,NULL,NULL,11,7,1,1,NULL,NULL
GreerHa01 ,1968,Hal,Greer,east,N,1,17,4,NULL,NULL,3,2,NULL,NULL,NULL,NULL,1,0,5,4,NULL,NULL
GreerHa01 ,1967,Hal,Greer,east,N,1,17,21,NULL,NULL,3,3,NULL,NULL,NULL,NULL,8,8,7,5,NULL,NULL
GreerHa01 ,1966,Hal,Greer,east,N,1,31,27,NULL,NULL,4,1,NULL,NULL,NULL,NULL,16,5,8,7,NULL,NULL
GreerHa01 ,1965,Hal,Greer,east,N,1,23,9,NULL,NULL,5,1,NULL,NULL,NULL,NULL,13,4,1,1,NULL,NULL
GreerHa01 ,1964,Hal,Greer,east,N,1,21,13,NULL,NULL,4,1,NULL,NULL,NULL,NULL,11,5,4,3,NULL,NULL
GreerHa01 ,1963,Hal,Greer,east,N,1,20,13,NULL,NULL,3,4,NULL,NULL,NULL,NULL,10,5,4,3,NULL,NULL
GreerHa01 ,1962,Hal,Greer,east,N,1,15,6,NULL,NULL,3,2,NULL,NULL,NULL,NULL,7,3,0,0,NULL,NULL
GreerHa01 ,1961,Hal,Greer,east,N,1,24,8,NULL,NULL,10,9,NULL,NULL,NULL,NULL,14,3,7,2,NULL,NULL
GreerHa01 ,1960,Hal,Greer,east,N,1,18,14,NULL,NULL,6,2,NULL,NULL,NULL,NULL,11,7,0,0,NULL,NULL
GrozaAl01 ,1950,Alex,Groza,west,N,1,0,17,NULL,NULL,13,1,NULL,NULL,NULL,NULL,16,8,1,1,NULL,NULL
GueriRi01 ,1962,Richie,Guerin,east,N,1,14,5,NULL,NULL,1,1,NULL,NULL,NULL,NULL,3,2,3,1,NULL,NULL
GueriRi01 ,1961,Richie,Guerin,east,N,1,27,23,NULL,NULL,3,1,NULL,NULL,NULL,NULL,17,10,6,3,NULL,NULL
GueriRi01 ,1960,Richie,Guerin,east,N,1,15,11,NULL,NULL,3,2,NULL,NULL,NULL,NULL,8,3,6,5,NULL,NULL
GueriRi01 ,1959,Richie,Guerin,east,N,1,22,12,NULL,NULL,4,4,NULL,NULL,NULL,NULL,11,5,2,2,NULL,NULL
GueriRi01 ,1958,Richie,Guerin,east,N,1,22,5,NULL,NULL,3,3,NULL,NULL,NULL,NULL,7,1,5,3,NULL,NULL
GueriRi01 ,1957,Richie,Guerin,east,N,1,22,7,NULL,NULL,8,7,NULL,NULL,NULL,NULL,10,2,4,3,NULL,NULL
GugliTo01 ,1996,Tom,Gugliotta,west,N,1,19,9,7,1,8,3,2,0,3,3,7,3,4,3,1,0
HaganCl01 ,1961,Cliff,Hagan,west,N,1,9,2,NULL,NULL,2,1,NULL,NULL,NULL,NULL,3,1,0,0,NULL,NULL
HaganCl01 ,1960,Cliff,Hagan,west,N,1,13,2,NULL,NULL,2,0,NULL,NULL,NULL,NULL,2,0,2,2,NULL,NULL
HaganCl01 ,1959,Cliff,Hagan,west,N,1,21,2,NULL,NULL,3,2,NULL,NULL,NULL,NULL,9,1,0,0,NULL,NULL
HaganCl01 ,1958,Cliff,Hagan,west,N,1,22,15,NULL,NULL,8,3,NULL,NULL,NULL,NULL,12,6,3,3,NULL,NULL
HaganCl01 ,1957,Cliff,Hagan,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HaganCl01 ,1967,Cliff,Hagan,west,A,1,24,10,0,0,0,5,NULL,NULL,3,2,11,4,2,2,0,0
HamilRi01 ,2006,Richard,Hamilton,East,N,1,15,8,4,2,6,1,2,1,0,0,8,4,0,0,1,0
hamilri01 ,2007,Richard,Hamilton,East,N,1,18,9,0,0,0,2,0,0,0,0,9,4,0,0,1,1
hamilri01 ,2005,Richard,Hamilton,east,N,1,13,6,0,0,0,1,0,0,1,1,7,3,0,0,0,0
HardaAn01 ,1996,Anfernee,Hardaway,east,N,1,24,19,3,4,7,3,2,0,1,2,10,7,2,2,5,3
HardaAn01 ,1997,Anfernee,Hardaway,east,N,1,12,6,0,0,0,3,0,0,1,0,5,3,0,0,1,0
HardaAn01 ,1995,Anfernee,Hardaway,east,N,1,31,18,NULL,NULL,3,7,NULL,NULL,NULL,NULL,8,6,4,4,NULL,NULL
HardaAn01 ,1994,Anfernee,Hardaway,east,N,1,31,12,NULL,NULL,5,11,NULL,NULL,NULL,NULL,9,4,6,4,NULL,NULL
HardaTi01 ,1991,Tim,Hardaway,west,N,1,20,14,NULL,NULL,0,7,NULL,NULL,NULL,NULL,10,5,2,2,NULL,NULL
HardaTi01 ,1990,Tim,Hardaway,west,N,1,12,5,NULL,NULL,3,4,NULL,NULL,NULL,NULL,7,2,0,0,NULL,NULL
HardaTi01 ,1997,Tim,Hardaway,east,N,1,17,8,1,0,1,6,0,0,6,0,8,3,0,0,5,2
HardaTi01 ,1996,Tim,Hardaway,east,N,1,14,10,3,0,3,2,1,0,2,1,10,4,0,0,6,2
HardaTi01 ,1992,Tim,Hardaway,west,N,1,21,16,NULL,NULL,6,4,NULL,NULL,NULL,NULL,9,3,12,9,NULL,1
HarriBo02 ,1955,Bob,Harrison,west,N,1,25,5,NULL,NULL,0,1,NULL,NULL,NULL,NULL,7,2,2,1,NULL,NULL
HARRIDE01 ,2008,Devin,Harris,East,N,1,17,6,0,1,1,0,0,0,0,0,6,3,0,0,1,0
HavliJo01 ,1977,John,Havlicek,east,N,1,22,10,NULL,NULL,3,1,NULL,NULL,NULL,NULL,8,5,0,0,NULL,NULL
HavliJo01 ,1976,John,Havlicek,east,N,1,17,4,NULL,NULL,1,1,NULL,NULL,NULL,NULL,5,2,0,0,NULL,NULL
HavliJo01 ,1975,John,Havlicek,east,N,1,21,9,NULL,NULL,2,2,NULL,NULL,NULL,NULL,10,3,3,3,NULL,NULL
