,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Free Kick Accuracy,Overall,Position,Position class,ID,VersionID
199196,57,60,69,65,76,69,48,58,73,71,74,74,65,76,71,73,80,71,62,66,60,65,65,35,50,43,42,12,7,5,14,15,39,67,CAM,Midfield,153052,153052016
167664,68,64,62,82,72,75,74,76,81,67,65,74,77,75,83,68,76,67,83,73,72,72,80,77,68,72,66,14,5,7,9,6,79,77,CM,Midfield,184826,184826021
189213,61,70,58,67,68,74,66,44,69,83,77,84,67,79,75,81,64,48,66,29,22,68,53,67,21,20,23,11,11,6,7,7,45,69,ST,Attack,201514,201514015
158399,74,62,62,80,66,73,73,80,76,52,50,70,75,74,77,55,68,71,71,70,77,71,80,75,65,71,71,15,6,7,15,13,77,76,CM,Midfield,137109,137109020
178138,62,61,39,67,52,65,61,62,66,73,79,74,67,81,63,80,84,71,44,61,61,64,68,70,60,62,54,12,6,8,13,13,57,58,CM,Midfield,186449,186449013
173469,59,65,51,62,61,78,64,53,69,92,91,93,78,93,63,71,71,38,67,71,48,77,55,59,35,43,38,9,7,14,7,14,45,70,LM,Midfield,204381,204381019
10924,81,77,72,90,57,79,68,41,77,78,71,51,79,60,80,55,78,79,82,74,74,73,74,79,67,76,58,13,20,41,20,20,82,77,CAM,Midfield,51100,51100003
205006,25,27,71,57,24,30,37,59,50,34,34,30,67,54,59,75,34,84,28,78,76,33,47,58,76,76,68,12,6,5,13,13,43,72,CB,Defense,24438,24438035
219908,47,58,74,76,33,67,55,74,73,68,63,71,74,68,68,72,85,76,70,82,74,40,71,74,74,76,74,9,15,5,12,9,54,76,CDM,Midfield,165434,165434019
209582,81,55,56,72,52,70,81,75,76,83,84,79,74,77,86,64,86,69,78,74,79,69,65,60,70,76,78,9,6,9,8,13,79,76,LB,Defense,178424,178424029
136982,71,68,55,73,62,79,64,45,75,89,89,77,78,77,79,73,79,52,66,53,29,88,77,64,25,25,25,8,5,14,11,11,68,75,RM,Midfield,185020,185020015
143607,37,26,76,58,32,38,31,61,54,52,53,44,55,57,71,62,63,82,53,74,67,23,54,71,69,72,67,9,15,6,13,14,44,68,CB,Defense,11427,11427012
65082,61,63,54,59,63,80,59,56,68,74,73,77,58,59,74,49,68,57,76,53,28,60,60,67,25,30,21,14,10,11,11,8,69,66,RM,Midfield,139489,139489009
73640,27,61,68,42,58,41,50,24,37,81,70,47,58,44,63,75,68,81,54,60,20,64,56,56,35,22,17,11,14,5,13,15,28,60,ST,Attack,186112,186112007
125988,50,68,64,65,70,74,58,48,70,78,76,83,63,73,70,62,70,62,65,67,36,69,60,69,34,32,28,6,10,15,9,11,54,69,ST,Attack,182130,182130018
141383,55,49,56,71,35,48,37,61,64,66,72,73,69,70,55,57,71,70,53,60,57,47,65,36,49,55,61,13,13,11,11,13,47,61,CM,Midfield,200781,200781007
192056,47,51,56,64,65,61,47,36,65,69,68,70,59,68,65,63,63,45,62,49,36,63,40,51,36,42,36,14,10,12,5,7,51,60,ST,Attack,189684,189684017
200178,65,70,47,67,62,74,65,47,70,92,92,93,70,90,74,76,74,45,67,58,21,71,66,68,26,38,40,7,5,9,5,8,61,73,RW,Attack,189502,189502025
87870,46,37,48,44,39,40,46,39,46,66,74,54,58,38,48,52,77,80,43,79,59,32,43,52,55,64,56,7,10,7,9,15,53,60,CB,Defense,194412,194412007
60051,23,23,11,14,7,23,24,25,24,49,52,47,56,48,54,61,21,64,23,22,21,15,45,14,23,23,8,59,51,62,64,57,19,69,GK,Goalkeeper,195668,195668003
209105,62,56,37,66,61,67,67,64,66,74,66,78,62,85,67,65,64,53,66,46,64,61,65,63,42,57,56,6,11,11,15,15,67,64,CM,Midfield,199467,199467017
13564,21,23,21,35,66,32,74,72,27,56,57,87,46,67,31,39,68,67,23,54,52,28,82,57,33,35,54,65,66,72,63,67,36,66,GK,Goalkeeper,15304,15304003
37275,58,56,54,67,47,61,46,56,62,65,66,73,64,75,54,48,63,64,51,40,68,67,52,70,40,42,45,13,23,56,23,23,43,62,CM,Midfield,176301,176301005
789,58,47,63,57,58,62,61,50,59,63,63,57,59,65,52,63,72,77,47,43,42,50,56,49,60,53,23,12,6,50,5,11,49,61,CM,Midfield,138585,138585001
41071,68,38,46,64,51,60,67,59,58,65,68,81,67,74,44,56,65,59,42,48,46,52,60,44,22,25,36,9,22,59,22,22,41,62,LM,Midfield,188541,188541002
180321,54,65,51,68,58,72,60,65,68,77,73,79,66,79,62,77,64,55,56,39,35,61,69,62,24,28,25,14,13,7,11,8,42,66,RW,Attack,204822,204822014
228724,73,46,64,65,38,71,75,68,73,85,81,80,50,74,68,82,82,78,39,60,65,67,59,44,61,67,65,15,12,9,6,11,46,69,LM,Midfield,199800,199800017
207945,30,64,70,47,50,55,52,35,65,65,73,58,61,35,59,76,61,82,49,50,25,65,53,59,25,39,30,4,6,11,5,6,46,63,ST,Attack,168362,168362021
128297,61,62,60,60,58,63,64,59,60,67,80,63,61,46,71,84,69,80,55,81,51,62,59,59,46,49,45,8,9,12,8,8,39,63,RM,Midfield,146373,146373018
221242,61,49,65,60,37,65,60,54,59,84,84,71,64,71,70,81,80,75,54,71,67,60,50,52,67,70,67,8,14,14,11,15,53,71,RB,Defense,186645,186645021
212622,80,66,55,80,70,83,84,78,85,78,76,80,72,82,74,66,74,58,79,58,58,74,80,76,44,52,54,10,7,4,9,10,82,76,CM,Midfield,174549,174549041
156994,84,76,52,73,59,78,85,77,79,83,85,83,70,71,75,63,79,59,71,68,46,77,75,55,25,20,24,11,6,7,5,9,82,78,RW,Attack,189354,189354015
67283,70,64,67,79,69,73,70,78,75,72,74,66,74,69,81,68,72,74,82,72,78,65,78,72,64,65,67,8,8,8,10,7,74,71,CM,Midfield,113219,113219009
70177,36,24,69,58,49,40,46,52,45,58,59,59,61,59,25,76,59,70,42,32,55,41,38,23,64,66,61,15,13,7,9,14,24,60,CB,Defense,10183,10183008
25476,44,52,84,61,60,41,59,67,63,66,67,60,62,61,59,63,76,76,41,71,73,55,54,53,74,83,76,8,25,67,25,25,41,69,CB,Defense,45534,45534003
86336,39,17,61,47,26,30,37,37,52,51,53,42,49,38,30,53,62,81,14,62,42,14,29,43,53,61,55,15,15,5,7,5,28,56,CB,Defense,183601,183601007
138845,46,52,76,60,22,23,48,49,58,59,68,73,71,71,47,76,82,71,34,85,62,39,56,39,67,72,71,10,9,12,5,12,26,70,CB,Defense,153060,153060008
213600,80,69,59,79,72,85,78,81,85,84,87,84,76,84,77,71,79,83,74,74,51,71,80,72,24,38,36,11,10,7,12,11,70,80,RW,Attack,191032,191032026
206842,74,61,35,69,57,73,66,59,74,78,87,78,71,67,65,68,90,54,63,53,24,72,61,72,25,25,25,13,13,9,8,11,62,72,LM,Midfield,189172,189172018
157355,56,59,20,65,48,66,57,38,64,77,77,81,50,81,52,22,46,29,50,29,26,59,49,66,38,34,22,8,12,15,5,11,32,63,RW,Attack,192315,192315014
217398,25,25,25,28,25,25,25,21,31,38,42,31,58,30,28,46,25,71,25,28,25,25,25,25,25,25,25,63,60,56,56,68,25,62,GK,Goalkeeper,189267,189267012
50259,65,36,46,56,33,66,52,52,64,79,57,75,61,59,50,57,67,55,40,62,54,59,57,55,58,61,63,5,23,52,23,23,34,63,RWB,Defense,175847,175847002
181292,60,53,55,76,46,69,59,72,74,75,67,68,71,84,68,69,86,60,60,81,78,52,58,58,64,73,66,5,5,5,9,6,58,70,CM,Midfield,193942,193942019
41004,70,69,69,62,35,68,40,63,73,71,72,49,68,48,64,73,79,73,62,83,86,85,41,79,76,73,67,2,20,63,20,20,63,71,LB,Defense,157022,157022006
144288,75,68,60,74,72,75,75,71,75,88,84,74,69,75,82,60,69,81,80,62,39,72,70,63,36,41,34,12,15,12,6,8,79,74,LM,Midfield,179613,179613016
183442,76,52,64,75,55,74,76,66,74,76,78,77,74,65,68,55,79,68,43,69,73,70,56,41,68,71,72,12,7,10,13,9,69,73,RB,Defense,134895,134895013
183392,80,44,64,71,55,59,55,71,72,65,69,65,69,61,75,68,69,70,69,75,75,60,58,55,67,75,75,7,7,14,9,11,28,72,LB,Defense,137373,137373018
199834,60,64,48,65,60,75,63,58,73,81,79,79,52,63,64,56,71,71,56,47,34,50,62,59,25,25,22,10,7,7,9,6,58,66,RM,Midfield,188575,188575017
200781,45,23,59,49,29,37,52,40,55,52,64,60,55,63,61,81,65,74,41,58,56,32,26,42,60,56,54,8,9,7,10,14,35,59,CB,Defense,204263,204263014
141381,48,78,86,59,75,71,53,40,72,78,81,63,73,78,86,62,68,91,69,72,33,79,53,62,25,23,25,13,13,7,5,14,52,78,ST,Attack,189250,189250012
168427,25,25,25,20,25,25,25,25,27,43,44,49,68,36,20,74,37,34,25,35,25,25,25,25,25,25,25,67,64,62,71,74,25,69,GK,Goalkeeper,194872,194872012
145438,55,42,55,54,38,50,32,46,57,64,74,47,67,43,69,72,74,88,36,65,69,31,34,43,72,70,64,12,14,7,5,13,55,69,CB,Defense,198135,198135012
137043,25,25,25,31,25,25,25,30,25,45,48,56,73,51,38,79,45,76,25,39,22,25,25,32,25,25,25,85,79,82,79,82,25,81,GK,Goalkeeper,178005,178005020
82157,60,55,60,64,54,64,55,60,63,82,79,82,56,81,52,55,58,48,55,43,30,50,54,59,35,42,31,6,7,8,5,7,71,63,LW,Attack,200275,200275002
90999,35,52,56,34,48,45,35,33,49,59,62,56,49,54,56,67,60,67,39,47,17,53,42,48,11,13,13,6,11,11,13,8,35,52,ST,Attack,202837,202837003
153086,65,57,58,67,61,70,72,70,73,64,51,63,62,62,72,64,64,70,66,60,54,64,71,68,48,48,37,13,14,8,15,13,65,66,CM,Midfield,150554,150554013
230117,11,17,15,40,14,11,19,37,31,44,50,58,55,54,26,72,28,77,18,33,24,11,28,33,17,17,14,57,60,52,58,58,11,58,GK,Goalkeeper,201063,201063019
212884,70,65,57,64,64,72,74,58,67,85,87,84,67,75,68,80,67,62,68,55,43,63,63,56,37,41,44,15,13,12,7,12,71,69,RM,Midfield,156542,156542020
117080,70,53,45,51,66,66,70,48,73,67,65,64,59,56,57,56,70,59,67,34,58,66,60,64,62,59,63,13,14,10,11,6,79,61,RB,Defense,189884,189884008
11224,57,44,54,60,41,46,57,56,65,65,67,75,53,67,53,77,58,81,39,86,62,53,69,55,67,66,72,8,23,56,23,23,43,65,RB,Defense,139066,139066003
56803,42,47,57,48,36,32,33,43,52,57,62,47,63,63,44,63,58,66,39,63,52,35,43,52,61,62,56,13,12,9,8,10,46,61,CB,Defense,137324,137324007
73747,60,72,64,71,67,68,63,54,70,76,80,75,70,68,72,67,76,66,62,55,21,73,72,73,11,20,17,14,6,5,15,5,67,70,ST,Attack,183555,183555005
49824,40,55,41,58,33,58,37,42,64,59,62,67,71,36,30,57,74,58,40,28,64,67,69,74,43,61,52,7,21,42,21,21,37,60,CM,Midfield,186884,186884003
156407,72,72,52,73,69,73,73,72,73,70,72,73,73,76,67,65,77,60,71,65,58,75,75,70,42,53,49,12,7,7,14,14,66,73,RM,Midfield,156535,156535016
124655,47,78,71,77,77,78,63,63,82,73,63,67,66,75,79,70,69,70,75,53,22,70,77,71,23,22,23,6,14,10,10,7,55,73,ST,Attack,181376,181376012
62222,85,36,68,77,69,79,78,69,80,85,85,80,78,65,69,67,82,66,51,80,73,70,70,72,82,78,79,14,6,15,11,14,61,79,RB,Defense,168607,168607010
67357,32,55,44,34,44,46,32,29,40,67,61,70,55,62,53,65,70,68,51,40,20,60,25,49,11,18,17,6,12,7,5,14,33,53,ST,Attack,193077,193077002
141866,63,33,63,47,14,61,29,41,62,76,79,71,64,70,27,81,72,74,30,58,66,41,55,37,56,57,61,8,10,10,8,7,35,63,RB,Defense,186156,186156010
74277,66,63,41,39,44,58,31,51,72,84,83,81,49,64,42,55,67,62,35,52,24,28,59,25,14,19,14,13,15,15,9,9,47,68,RW,Attack,188166,188166007
127790,13,14,11,31,12,11,17,31,34,58,64,38,53,45,22,66,32,64,11,70,25,12,15,30,11,13,12,60,63,68,73,60,12,63,GK,Goalkeeper,17051,17051010
39655,74,59,35,61,46,68,75,64,67,76,79,72,64,76,73,75,78,60,65,53,66,71,60,61,30,23,67,3,21,64,21,21,64,69,LWM,Midfield,183367,183367003
223822,58,40,59,61,40,59,40,55,62,73,72,67,65,72,57,79,71,71,37,62,60,47,45,27,65,68,67,15,10,6,15,16,31,65,RB,Defense,204257,204257014
22464,33,55,66,44,45,58,38,25,59,80,84,59,58,83,69,81,60,65,48,51,50,50,56,52,28,23,75,12,23,25,23,23,31,61,ST,Attack,176048,176048003
143716,48,52,65,53,48,46,42,41,52,63,64,63,59,63,59,74,73,58,48,66,45,54,47,55,29,28,25,7,15,6,5,12,34,55,ST,Attack,186869,186869010
20490,58,59,49,58,74,71,51,48,63,58,68,76,63,81,59,90,66,50,68,48,58,73,71,32,24,24,46,8,23,48,23,23,20,56,CF,Attack,139401,139401004
17285,60,74,59,52,35,69,37,44,60,79,80,32,63,40,74,55,61,60,67,61,61,65,49,58,20,23,57,9,20,44,20,20,62,68,ST,Attack,176600,176600004
71401,49,41,68,44,53,50,31,36,52,66,62,48,57,67,41,71,63,74,39,59,63,21,61,35,57,64,57,15,9,12,6,14,32,61,CB,Defense,144428,144428007
51881,68,31,34,54,31,52,66,51,62,70,72,66,53,61,52,58,61,56,56,56,60,42,50,43,63,57,59,8,8,5,5,6,57,58,LB,Defense,202529,202529001
88468,60,41,77,62,37,62,47,59,60,53,60,57,63,34,50,35,59,65,50,49,69,36,47,51,69,65,64,12,15,11,14,11,37,64,CB,Defense,177969,177969004
22970,24,25,59,33,43,31,38,21,39,62,64,47,52,34,26,65,62,72,25,53,64,58,52,48,56,57,25,5,25,21,25,25,24,53,RB,Defense,152495,152495004
152819,76,40,69,71,65,67,72,69,74,77,77,75,65,73,72,56,76,64,73,75,69,69,54,60,63,73,69,11,5,6,8,15,70,71,LB,Defense,157581,157581020
54278,20,15,11,11,21,12,13,12,14,29,39,54,34,24,17,54,22,20,16,16,20,16,30,18,10,19,20,68,65,66,68,64,23,65,GK,Goalkeeper,179612,179612003
11362,60,58,58,53,25,66,33,48,62,66,79,31,57,60,83,57,64,67,54,65,61,59,38,60,38,34,64,7,22,48,22,22,61,69,ST,Attack,138156,138156002
75794,16,9,9,24,10,11,15,23,22,34,38,34,62,40,33,64,50,60,12,30,20,10,45,32,13,11,12,70,67,60,70,70,18,68,GK,Goalkeeper,194228,194228005
171868,65,34,73,66,52,59,49,64,64,58,59,38,77,36,78,50,54,88,72,79,67,60,54,65,61,67,64,13,12,13,9,8,65,66,CDM,Midfield,168562,168562010
189783,59,24,70,69,25,53,31,63,59,51,55,61,51,61,40,76,73,80,25,72,72,50,46,23,68,70,71,10,9,8,10,6,22,70,CB,Defense,163665,163665022
24038,52,48,46,50,36,55,67,48,50,70,70,71,43,70,44,65,34,33,37,27,43,37,54,46,21,21,55,7,21,48,21,21,37,59,RWM,Midfield,183765,183765002
145829,60,54,55,74,63,79,63,55,79,74,74,79,63,70,59,44,58,47,60,23,45,65,75,49,34,37,32,13,7,7,14,5,55,71,RW,Attack,203903,203903013
195083,64,64,59,60,59,62,53,42,60,72,69,65,67,73,64,60,47,56,52,51,43,68,40,59,22,30,25,6,15,11,6,12,47,59,RM,Midfield,194874,194874012
128630,59,53,59,59,59,63,60,58,63,77,73,71,65,87,64,72,70,59,56,76,61,60,62,61,61,57,55,10,11,8,9,10,59,62,CDM,Midfield,190615,190615015
31692,85,89,66,90,38,97,59,80,96,89,91,70,91,82,81,73,69,61,89,31,62,85,56,89,22,28,64,9,22,80,22,22,93,84,LF,Attack,28130,28130006
230255,40,35,47,45,32,23,34,41,41,74,68,64,67,54,34,79,70,84,35,61,66,47,42,33,70,70,68,10,12,8,11,9,45,65,CB,Defense,200681,200681011
47714,55,67,69,62,59,69,72,53,77,70,72,64,67,70,65,71,70,62,41,72,70,75,72,68,33,30,27,13,21,53,21,21,72,65,CAM,Midfield,111038,111038006
44359,35,46,76,47,54,22,31,42,32,44,38,55,44,66,46,69,68,67,22,69,51,62,52,54,45,53,61,3,22,42,22,22,37,63,ST,Attack,191910,191910003
38038,74,82,80,77,9,66,12,72,78,65,74,23,78,43,85,65,81,80,84,86,77,78,38,76,76,78,19,8,20,72,20,20,55,76,CM,Midfield,51394,51394007
62919,67,54,58,76,64,61,72,63,74,73,64,73,64,65,74,67,72,43,66,52,61,62,70,56,24,64,54,13,11,8,9,6,59,73,CM,Midfield,172233,172233008
36675,65,58,46,67,40,72,58,65,69,71,68,68,66,68,67,64,69,50,68,44,51,52,59,49,51,51,63,9,22,65,22,22,69,64,CAM,Midfield,192150,192150002
7945,41,44,70,48,42,57,47,31,58,64,67,56,76,56,28,73,82,72,21,72,67,63,42,54,75,75,63,14,6,31,15,13,71,73,CB,Defense,140596,140596001
20609,57,52,41,53,24,61,37,49,60,67,73,65,59,60,58,81,59,49,44,52,48,48,49,59,44,30,65,15,25,49,25,25,42,61,LWM,Midfield,150468,150468002
100176,61,45,65,60,39,58,55,43,59,69,78,55,67,48,55,61,78,68,38,71,69,54,52,50,70,70,60,15,11,15,5,8,45,67,LM,Midfield,200278,200278006
5908,52,33,26,53,66,63,65,64,75,78,83,78,49,83,55,70,55,47,49,24,53,30,66,38,17,28,48,14,9,64,8,15,38,61,CAM,Midfield,158684,158684002
210721,80,68,59,78,68,85,78,81,85,84,87,84,74,84,79,71,79,83,77,78,51,71,79,70,24,38,36,11,10,7,12,11,70,80,RW,Attack,191032,191032030
92027,66,75,56,68,69,76,71,59,76,72,75,83,71,80,72,82,68,70,65,57,39,75,71,73,35,29,20,15,6,9,6,13,72,71,ST,Attack,159005,159005014
31288,36,21,59,58,25,21,25,45,56,60,57,42,63,49,59,64,74,71,57,74,68,61,25,49,67,68,25,4,21,45,21,21,27,67,CB,Defense,186972,186972002
33758,60,66,53,68,46,62,66,65,70,64,68,72,66,84,64,70,69,62,58,57,64,68,63,65,46,46,47,8,23,65,23,23,63,72,CAM,Midfield,172143,172143004
28458,21,20,26,27,80,30,57,67,34,40,56,56,75,29,26,34,72,71,20,40,75,42,75,49,26,24,20,79,65,67,63,65,11,76,GK,Goalkeeper,51261,51261006
40434,58,62,73,58,14,70,13,25,61,81,85,47,64,53,84,65,65,87,68,78,51,59,15,58,20,31,19,5,20,25,20,20,64,71,ST,Attack,104742,104742007
62999,64,64,37,71,65,63,59,62,62,67,69,72,67,62,63,55,68,59,54,23,33,65,71,62,20,35,27,5,10,9,5,8,50,68,LM,Midfield,162006,162006008
53209,83,69,56,85,72,71,68,83,83,74,64,68,77,71,81,65,85,68,82,84,81,75,83,72,60,69,62,11,11,10,15,11,73,78,CM,Midfield,43020,43020006
109826,51,47,49,64,41,62,23,62,64,68,68,61,55,70,64,75,75,64,53,75,67,51,58,53,53,56,58,8,15,6,14,13,52,61,CM,Midfield,160294,160294011
126708,55,31,75,59,28,47,38,65,57,68,68,56,71,43,66,82,75,85,28,80,79,38,30,44,79,81,80,14,10,8,15,5,30,77,CB,Defense,177983,177983025
211410,56,77,78,61,72,67,79,66,72,56,49,57,74,65,79,70,74,82,74,63,31,76,72,84,25,21,22,15,13,9,15,14,74,74,ST,Attack,198243,198243016
91606,81,52,60,75,72,80,76,69,76,54,59,51,72,61,68,64,34,51,73,65,66,74,74,68,50,68,68,13,9,10,11,5,70,71,RM,Midfield,149263,149263012
220286,50,38,71,66,50,37,50,62,60,63,68,68,66,68,55,76,71,76,41,77,70,32,52,51,71,77,71,10,14,11,8,11,41,76,CB,Defense,186521,186521016
134194,71,65,66,73,69,75,76,69,78,71,68,77,65,63,70,63,50,70,70,60,44,75,70,72,45,21,33,5,14,6,6,13,71,73,CAM,Midfield,140276,140276015
9295,79,46,54,80,35,78,42,71,84,85,82,64,82,67,94,71,77,66,88,82,81,84,57,70,87,82,71,8,8,71,7,7,70,77,LB,Defense,1040,1040002
53806,48,32,61,51,33,49,42,48,49,73,68,58,46,56,41,72,66,79,43,57,48,52,43,35,49,55,51,15,9,7,5,10,35,57,LB,Defense,166853,166853005
174723,59,60,60,64,41,61,45,57,58,70,71,59,56,59,69,50,50,66,62,55,50,51,58,42,40,44,43,7,13,9,9,5,55,56,CDM,Midfield,197952,197952017
219225,53,43,74,66,44,60,50,58,62,67,68,70,67,65,56,93,70,69,49,72,67,42,54,58,73,75,69,11,13,14,7,15,53,71,CB,Defense,197062,197062016
124295,65,24,51,60,39,60,64,60,60,76,71,65,74,74,54,55,74,63,59,77,67,63,52,33,61,69,69,13,5,10,5,14,52,66,LB,Defense,173211,173211011
159550,68,62,60,71,64,62,50,67,71,69,62,70,64,57,70,78,83,75,65,75,70,70,71,39,67,67,65,12,6,15,14,15,42,69,CM,Midfield,155757,155757013
62657,70,49,59,68,58,66,70,67,68,78,79,73,71,74,76,72,75,73,67,75,72,52,70,59,68,70,70,12,6,11,14,14,65,70,RB,Defense,167514,167514007
8127,26,24,88,76,68,42,75,79,72,63,63,65,64,70,47,61,76,86,31,65,51,78,74,74,89,87,54,15,8,79,9,8,74,82,CB,Defense,45062,45062003
81176,57,67,78,56,69,66,60,54,66,52,74,52,65,58,80,63,53,75,68,74,45,76,64,78,37,35,25,11,10,10,9,12,75,69,ST,Attack,8088,8088009
64150,13,14,13,21,13,14,11,30,13,26,41,40,53,44,14,59,55,54,10,23,26,18,19,11,14,10,14,65,50,41,54,58,14,57,GK,Goalkeeper,190036,190036003
153558,30,23,72,57,31,20,25,59,54,50,51,46,50,40,45,72,72,83,25,53,64,38,48,42,63,64,58,12,9,9,12,9,43,65,CB,Defense,163865,163865018
155151,73,58,55,72,54,80,69,65,76,84,80,79,68,78,68,74,71,61,63,65,33,70,67,64,38,37,38,9,10,10,5,10,60,73,RM,Midfield,189105,189105008
213181,59,44,55,74,59,62,56,72,72,65,55,59,72,71,77,68,69,68,78,70,68,62,72,54,61,69,67,7,13,7,11,13,64,69,CDM,Midfield,122361,122361028
184650,49,48,75,61,28,48,48,65,59,63,59,50,70,55,31,84,62,82,31,77,78,30,42,57,80,80,77,12,13,11,10,11,58,77,CB,Defense,189067,189067015
158471,75,40,46,84,60,81,60,76,85,55,69,59,83,90,71,49,65,77,30,59,81,64,69,69,60,75,69,7,7,9,9,9,50,76,RM,Midfield,1041,1041028
188069,81,82,71,84,87,76,84,84,82,34,46,68,80,56,85,67,61,74,85,75,65,83,77,86,52,65,65,12,14,15,10,8,79,79,CM,Midfield,5471,5471027
41639,82,80,83,79,75,74,60,73,78,88,84,74,82,75,76,84,86,78,72,75,82,78,81,82,75,77,81,3,24,73,24,24,60,79,RM,Midfield,149184,149184008
148715,57,69,59,63,63,61,66,41,74,73,71,73,68,71,68,66,62,61,65,60,31,67,69,68,22,24,17,7,9,10,13,10,49,67,CF,Attack,202126,202126011
87162,59,28,56,61,38,58,49,62,64,67,55,61,56,63,57,62,68,64,48,52,64,31,53,46,63,64,62,11,9,6,10,9,40,63,RB,Defense,187701,187701009
107896,43,44,60,60,38,42,38,61,61,67,63,60,62,68,46,72,77,79,54,77,71,43,55,53,59,71,64,14,6,13,11,13,42,65,CDM,Midfield,183813,183813008
189853,80,63,74,85,65,67,80,81,76,33,60,52,81,63,77,69,79,77,71,80,85,61,74,72,79,80,80,7,13,9,7,12,78,80,CDM,Midfield,6826,6826024
141353,25,25,25,33,25,25,25,32,24,54,57,56,64,60,37,73,30,77,25,45,26,25,20,25,25,25,25,69,64,75,62,73,25,67,GK,Goalkeeper,27532,27532018
139847,64,67,67,70,63,70,58,65,71,66,73,61,69,48,73,66,76,76,71,65,67,69,67,64,69,72,64,7,12,14,5,8,55,69,RB,Defense,202371,202371010
216269,58,54,67,71,49,57,42,71,68,64,72,73,75,71,72,80,93,80,56,77,58,23,55,64,69,72,72,10,13,12,5,9,54,69,CDM,Midfield,188623,188623012
173626,73,64,77,81,61,62,72,77,76,63,55,64,80,61,68,71,82,77,65,73,86,44,76,69,73,81,77,15,6,11,14,7,62,78,CDM,Midfield,121122,121122016
190919,40,28,65,44,42,40,49,57,46,64,62,62,45,64,44,89,61,71,37,75,66,40,57,45,63,66,64,9,15,13,6,10,36,64,CB,Defense,205202,205202015
72819,69,64,59,74,54,67,63,68,66,70,72,76,71,64,63,60,54,70,61,61,67,56,57,57,39,61,53,8,10,7,10,6,62,65,CM,Midfield,199601,199601004
162143,49,28,67,56,42,56,49,52,54,64,62,62,45,64,44,76,61,71,37,75,66,40,52,45,62,63,64,9,15,13,6,10,36,64,CB,Defense,205202,205202009
81419,55,54,55,65,54,68,47,62,60,75,75,69,54,70,68,61,82,74,64,78,56,57,67,50,64,59,56,7,6,8,13,6,66,63,CM,Midfield,139482,139482009
187278,69,60,58,71,25,56,74,73,70,53,33,60,56,73,71,76,64,64,71,59,56,63,71,83,52,53,47,12,6,14,13,7,84,65,CM,Midfield,51319,51319021
160427,66,66,64,71,65,72,64,70,76,77,75,73,67,59,68,45,70,65,66,40,43,66,69,70,33,40,29,10,9,10,15,9,62,69,CAM,Midfield,179668,179668019
33672,21,53,58,37,25,47,25,31,60,62,66,52,69,48,64,65,79,81,43,73,41,49,25,53,21,21,25,5,21,31,21,21,54,61,ST,Attack,183404,183404005
205090,48,44,59,62,49,56,44,56,59,58,66,52,64,61,64,74,88,72,52,78,53,62,51,50,44,58,54,15,14,9,13,5,41,62,CM,Midfield,203080,203080016
128589,56,58,61,54,59,68,56,56,59,55,63,60,58,42,69,55,74,90,53,74,58,58,65,62,55,66,54,11,9,13,14,15,53,60,CM,Midfield,197717,197717010
219684,56,31,41,54,31,58,55,49,60,75,71,73,49,73,39,74,73,52,51,65,42,51,52,51,51,49,50,16,8,6,9,11,46,55,LB,Defense,197996,197996008
204804,72,83,76,82,81,85,84,73,82,77,79,83,83,62,83,76,75,74,80,50,30,84,80,84,27,42,34,9,7,5,9,10,72,81,ST,Attack,181820,181820026
216476,53,29,66,71,29,65,64,65,71,54,55,52,49,61,58,72,81,71,59,65,68,55,65,61,70,70,71,5,6,8,10,14,58,68,CB,Defense,181559,181559022
109443,58,63,63,72,64,66,36,69,70,68,72,68,57,71,66,59,72,64,56,48,54,62,66,61,52,59,58,10,13,12,6,11,54,65,CM,Midfield,178479,178479006
149846,69,62,62,79,62,54,59,77,69,53,53,56,61,70,68,71,73,70,71,74,68,63,79,74,64,73,71,14,13,8,5,10,67,71,CM,Midfield,9722,9722020
194259,25,25,25,25,25,25,25,25,22,25,25,27,53,38,25,48,21,38,25,25,25,25,25,25,25,25,25,64,57,70,59,60,25,60,GK,Goalkeeper,202770,202770011
117564,10,12,13,32,13,17,14,33,24,50,47,54,67,30,11,70,38,67,11,38,14,10,17,25,15,10,10,73,67,63,68,71,10,69,GK,Goalkeeper,148634,148634013
36979,42,68,57,54,65,64,70,33,37,67,67,71,49,75,67,63,62,56,58,52,51,46,69,41,27,23,67,11,20,33,20,20,37,58,ST,Attack,19410,19410006
24976,41,63,77,41,63,55,33,33,57,62,68,70,58,62,59,57,71,76,62,34,53,61,58,56,55,38,62,11,20,33,20,20,60,73,ST,Attack,19976,19976003
182749,62,66,69,65,57,65,54,57,64,65,53,50,59,48,70,66,62,81,59,66,40,65,50,65,29,47,31,5,13,6,7,9,49,65,ST,Attack,192915,192915023
84177,36,31,22,63,32,50,32,55,56,74,69,78,56,47,43,73,82,63,37,59,46,44,41,44,55,54,56,12,12,5,9,14,36,53,CM,Midfield,200855,200855005
